"","AddressNumber","StreetName","StreetNamePostType","Directional","Overall","Crack","Patch","Length","Width","Class","Pvmt","Fl...O","STREET_ID","DLO"
"1344",1100,"COURT","ST","",8,4,5,500,35,"MA","6","F",12580559,"2006"
"1345",1100,"CUMBERLAND","AVE","",5,3,4,500,26,"","3","O",12578372,""
"1346",1100,"ERIE","BLVD","E",7,4,5,627,56,"PA","6","F",12578236,"2004"
"1347",1100,"EUCLID","AVE","",8,4,5,312,42,"MA","6","F",12578522,"2011"
"1348",1100,"FAYETTE","ST","E",6,3,4,600,36,"MA","6","F",12578140,"2002"
"1349",1100,"FAYETTE","ST","W",6,3,3,1150,30,"","6","F",12573448,"2004"
"1350",1100,"FIRST NORTH","ST","",4,2,2,476,36,"","6","F",12575324,""
"1351",1100,"GEDDES","ST","S",7,4,4,450,40,"MA","6","F",12573088,"2000"
"1352",1100,"GEDDES","ST","S",7,4,4,450,40,"MA","6","F",12573059,"2000"
"1353",1100,"GENESEE","ST","E",6,3,3,591,42,"PA","6","F",12578132,"2004"
"1354",1100,"GENESEE","ST","W",7,3,4,453,51,"PA","","F",12573546,"2004"
"1355",1100,"GLENWOOD","AVE","",6,3,3,1400,25,"MA","6","F",12571834,"2005"
"1356",1100,"GRANT","BLVD","",5,3,3,860,35,"","6","F",12580483,"2004"
"1357",1100,"GRANT","BLVD","",5,3,3,860,35,"","6","F",13017208,"2004"
"1358",1100,"HARRISON","ST","",4,3,2,630,30,"MA","6","F",12578122,""
"1359",1100,"HAWLEY","AVE","",6,3,4,220,38,"","6","F",12578337,""
"1360",1100,"JAMES","ST","",6,3,4,309,40,"PA","6","F",12580331,"2004"
"1361",1100,"JAMESVILLE","AVE","",4,2,3,355,NA,"CO","4","O",12576920,"1992"
"1362",1100,"LANCASTER","AVE","",6,3,3,627,36,"","6","F",13028665,"1986"
"1363",1100,"LANCASTER","AVE","",6,3,3,627,36,"","6","F",12577540,"1986"
"1364",1100,"LEMOYNE","AVE","",6,3,3,913,36,"","6","F",13001392,"2004"
"1365",1100,"LEMOYNE","AVE","",6,3,3,913,36,"","6","F",12575544,"2004"
"1366",1100,"LODI","ST","",6,4,2,160,40,"MA","6","F",12580024,"2004"
"1367",1100,"MADISON","ST","",5,3,2,438,30,"","6","F",12578144,"1987"
"1368",1100,"MCBRIDE","ST","S",5,3,3,351,30,"","6","F",12577468,"1998"
"1369",1100,"MEADOWBROOK","DR","",5,2,4,512,40,"MA","6","F",12578538,"2004"
"1370",1100,"MEADOWBROOK","DR","",5,2,4,512,40,"MA","6","F",12578553,"2004"
"1371",1100,"MEADOWBROOK","DR","",5,2,4,512,40,"MA","6","F",13001945,"2004"
"1372",1100,"MIDLAND","AVE","",6,3,3,348,30,"MA","6","F",12573201,"1996"
"1373",1100,"MILTON","AVE","",7,4,4,787,35,"CO","6","F",13002302,"2008"
"1374",1100,"MILTON","AVE","",7,4,4,787,35,"CO","6","F",12574862,"2008"
"1375",1100,"NORTHCLIFFE","RD","",7,3,4,338,28,"","3","O",12581225,""
"1376",1100,"OAK","ST","",5,3,2,587,27,"CO","6","F",12580260,"2000"
"1377",1100,"OAK","ST","",5,3,2,587,27,"CO","6","F",13018702,"2000"
"1378",1100,"ONONDAGA","ST","W",7,4,3,755,34,"MA","6","F",12573065,"2005"
"1379",1100,"PARK","ST","",4,2,2,787,34,"CO","6","F",12580139,""
"1380",1100,"PARK","ST","",4,2,2,787,34,"CO","6","F",12580049,""
"1381",1100,"POND","ST","",5,2,3,295,27,"CO","6","F",12580226,"1999"
"1382",1100,"RUGBY","RD","",7,4,4,324,24,"","3","O",12580253,"2001"
"1383",1100,"SALINA","ST","N",6,3,3,540,54,"MA","6","F",12575163,"2003"
"1384",1100,"SALINA","ST","S",6,3,3,417,56,"","6","F",12577344,"2002"
"1385",1100,"SALT SPRINGS","RD","",6,3,4,280,36,"MA","3","F",12578894,"1999"
"1386",1100,"SALT SPRINGS","RD","",6,3,4,280,36,"MA","3","F",13028246,"1999"
"1387",1100,"SALT SPRINGS","RD","",6,3,4,280,36,"MA","3","F",13028247,"1999"
"1388",1100,"SALT SPRINGS","RD","",6,3,4,280,36,"MA","3","F",13001926,"1999"
"1389",1100,"SOUTH","AVE","",5,3,3,676,34,"MA","6","F",13002136,"2002"
"1390",1100,"SOUTH","AVE","",5,3,3,676,34,"MA","6","F",12573174,"2002"
"1391",1100,"SPRING","ST","",5,2,3,502,27,"","6","F",12575316,"2000"
"1392",1100,"STATE","ST","N",7,4,4,459,35,"MA","6","F",13001384,"2006"
"1393",1100,"STATE","ST","N",7,4,4,459,35,"MA","6","F",12575166,"2006"
"1394",1100,"STATE","ST","S",5,3,2,417,40,"PA","6","F",12577398,"1987"
"1395",1100,"STOLP","AVE","",6,3,4,282,35,"","6","F",12572909,""
"1396",1100,"SUNNYCREST","RD","",6,3,4,315,24,"","3","O",12581145,"2005"
"1397",1100,"TEALL","AVE","",8,5,4,660,30,"PA","6","F",12580417,"2011"
"1398",1100,"TEALL","AVE","",8,5,4,660,30,"PA","6","F",12580418,"2011"
"1399",1100,"TOWNSEND","ST","N",4,3,2,539,30,"","6","F",12575175,"1999"
"1400",1100,"TURTLE","ST","",4,2,4,663,27,"","3","O",12575545,"1998"
"1401",1100,"VALLEY","DR","",6,4,3,293,30,"MA","6","F",12571778,"2004"
"1402",1100,"VALLEY","DR","",6,4,3,293,30,"MA","6","F",13020785,"2004"
"1403",1100,"WADSWORTH","ST","",8,4,4,585,27,"CO","6","F",12580708,"2003"
"1404",1100,"WADSWORTH","ST","",8,4,4,585,27,"CO","6","F",12580615,"2003"
"1405",1100,"WASHINGTON","ST","E",4,2,2,630,36,"","6","F",12578233,""
"1406",1100,"WATER","ST","E",4,2,2,639,34,"","6","F",12578234,""
"1407",1100,"WESTCOTT","ST","",10,5,5,470,30,"CO","6","F",12578389,"2013"
"1408",1100,"WESTMORELAND","AVE","",5,3,4,343,28,"","6","F",12578415,""
"1409",1100,"WESTMORELAND","AVE","",5,3,4,343,28,"","6","F",12578412,""
"1410",1100,"WESTMORELAND","AVE","",5,3,4,343,28,"","6","F",13013242,""
"1411",1100,"WESTMORELAND","AVE","",6,3,3,333,26,"","6","F",12578415,""
"1412",1100,"WESTMORELAND","AVE","",6,3,3,333,26,"","6","F",12578412,""
"1413",1100,"WESTMORELAND","AVE","",6,3,3,333,26,"","6","F",13013242,""
"1414",1100,"WILLIS","AVE","",7,3,4,550,36,"","6","F",12574854,"2004"
"1415",1100,"WILLIS","AVE","",7,3,4,550,36,"","6","F",12574855,"2004"
"1416",1100,"WOLF","ST","",5,3,2,550,42,"MA","6","F",12575542,"2003"
"1417",1100,"WOLF","ST","",7,4,3,NA,42,"","6","F",12575542,""
"1418",1200,"ADAMS","ST","E",3,2,1,499,28,"MA","6","F",12578118,"2002"
"1419",1200,"ALMOND","ST","",7,3,5,411,40,"","4","F",13007064,"2002"
"1420",1200,"BELDEN","AVE","W",6,4,3,630,25,"","6","F",12573545,""
"1421",1200,"BELLEVUE","AVE","",7,4,2,469,30,"CO","6","F",12572936,"2004"
"1422",1200,"BELLEVUE","AVE","",7,4,2,469,30,"CO","6","F",12572967,"2004"
"1423",1200,"BELLEVUE","AVE","",7,4,2,469,30,"CO","6","F",13013121,"2004"
"1424",1200,"BURNET","AVE","",6,3,4,411,34,"MA","6","F",12578347,"2002"
"1425",1200,"BUTTERNUT","ST","",7,4,4,381,40,"MA","6","F",13018754,"2003"
"1426",1200,"BUTTERNUT","ST","",7,4,4,381,40,"MA","6","F",12580237,"2003"
"1427",1200,"BUTTERNUT","ST","",7,4,4,381,40,"MA","6","F",12580232,"2003"
"1428",1200,"CALEB","AVE","",6,3,5,297,27,"","3","O",12581132,""
"1429",1200,"CANAL","ST","",3,2,2,1600,30,"","3","DPW",13001865,"2006"
"1430",1200,"CARBON","ST","",3,2,2,453,27,"","6","F",12575261,""
"1431",1200,"CARBON","ST","",3,2,2,453,27,"","6","F",12575252,""
"1432",1200,"COLVIN","ST","E",4,2,2,470,36,"MA","6","F",12576986,"1987"
"1433",1200,"COLVIN","ST","W",8,4,5,327,34,"MA","6","F",12572120,"2009"
"1434",1200,"COURT","ST","",5,2,3,380,35,"MA","6","F",12580565,"2000"
"1435",1200,"COURT","ST","",5,2,3,380,35,"MA","6","F",12580560,"2000"
"1436",1200,"COURT","ST","",5,2,3,380,35,"MA","6","F",13018844,"2000"
"1437",1200,"CUMBERLAND","AVE","",6,3,4,820,26,"","3","O",12577145,""
"1438",1200,"ERIE","BLVD","E",7,3,5,627,56,"PA","6","F",12578252,"2004"
"1439",1200,"ERIE","BLVD","E",7,3,5,627,56,"PA","6","F",12578255,"2004"
"1440",1200,"EUCLID","AVE","",8,4,5,280,36,"MA","6","F",12578523,"2011"
"1441",1200,"FAYETTE","ST","E",4,3,2,550,36,"MA","6","F",12578157,"2002"
"1442",1200,"FAYETTE","ST","W",5,3,2,550,30,"","6","F",12573446,"2004"
"1443",1200,"FIRST NORTH","ST","",7,4,4,453,36,"","6","F",12575313,"2003"
"1444",1200,"GEDDES","ST","S",7,3,4,360,36,"MA","6","F",12573056,"2004"
"1445",1200,"GENESEE","ST","E",6,3,3,378,42,"PA","6","F",12578147,"2004"
"1446",1200,"GENESEE","ST","W",7,3,4,1010,51,"PA","","F",12573506,"2004"
"1447",1200,"GENESEE","ST","W",7,3,4,1010,51,"PA","","F",12573532,"2004"
"1448",1200,"GLENWOOD","AVE","",7,4,3,500,25,"MA","6","F",12572890,"2005"
"1449",1200,"HARRISON","ST","",2,2,2,390,30,"","6","F",12578124,""
"1450",1200,"HAWLEY","AVE","",5,3,2,330,38,"","6","F",12578338,""
"1451",1200,"HIGHLAND","ST","",5,3,3,500,27,"","3","O",12580271,""
"1452",1200,"HIGHLAND","ST","",5,3,3,500,27,"","3","O",12580270,""
"1453",1200,"JAMES","ST","",6,3,4,624,40,"PA","6","F",12580354,"2004"
"1454",1200,"JAMESVILLE","AVE","",3,3,1,1055,NA,"CO","4","O",12576926,"1992"
"1455",1200,"LANCASTER","AVE","",6,3,4,282,36,"","6","F",12577523,"1986"
"1456",1200,"LANCASTER","AVE","",6,3,4,282,36,"","6","F",12577526,"1986"
"1457",1200,"LEMOYNE","AVE","",7,4,4,360,36,"MA","6","F",12575558,"2005"
"1458",1200,"LODI","ST","",6,4,2,313,40,"MA","6","F",12580026,"2004"
"1459",1200,"MADISON","ST","",5,3,2,919,30,"","6","F",12578150,"1987"
"1460",1200,"MCBRIDE","ST","S",5,3,2,320,30,"","6","F",12577466,"1998"
"1461",1200,"MEADOWBROOK","DR","",4,2,2,676,40,"MA","6","F",12578554,"2004"
"1462",1200,"MEADOWBROOK","DR","",4,2,2,676,40,"MA","6","F",12578559,"2004"
"1463",1200,"MEADOWBROOK","DR","",4,2,2,676,40,"MA","6","F",13001947,"2004"
"1464",1200,"MEADOWBROOK","DR","",4,2,2,676,40,"MA","6","F",13013245,"2004"
"1465",1200,"MIDLAND","AVE","",5,3,2,285,30,"MA","6","F",12577226,"1996"
"1466",1200,"MILTON","AVE","",4,2,2,317,35,"MA","6","F",12574856,"2001"
"1467",1200,"MILTON","AVE","",4,2,2,317,35,"MA","6","F",12574840,"2001"
"1468",1200,"NORTHCLIFFE","RD","",7,3,4,354,28,"","3","O",13012208,""
"1469",1200,"NORTHCLIFFE","RD","",7,3,4,354,28,"","3","O",13012209,""
"1470",1200,"NORTHCLIFFE","RD","",7,3,4,354,28,"","3","O",12581226,""
"1471",1200,"OAK","ST","",6,3,3,293,27,"CO","6","F",12580264,"2000"
"1472",1200,"ONONDAGA","ST","W",8,4,4,533,34,"MA","6","F",12573049,"2006"
"1473",1200,"PARK","ST","",3,1,2,913,33,"CO","6","F",12575293,"1989"
"1474",1200,"SALINA","ST","N",6,3,3,575,54,"MA","6","F",12575273,"2003"
"1475",1200,"SALINA","ST","S",5,3,2,903,56,"","6","F",12577340,"2002"
"1476",1200,"SALT SPRINGS","RD","",5,3,3,259,36,"MA","3","F",12578948,"1999"
"1477",1200,"SALT SPRINGS","RD","",5,3,3,259,36,"MA","3","F",12578944,"1999"
"1478",1200,"SALT SPRINGS","RD","",6,3,3,665,36,"","3","O",12578948,""
"1479",1200,"SALT SPRINGS","RD","",6,3,3,665,36,"","3","O",12578944,""
"1480",1200,"SOUTH","AVE","",6,3,4,364,34,"MA","6","F",13028529,"2002"
"1481",1200,"SOUTH","AVE","",6,3,4,364,34,"MA","6","F",12573173,"2002"
"1482",1200,"SPRING","ST","",6,4,3,450,36,"","6","F",12575308,"2000"
"1483",1200,"STATE","ST","N",8,4,5,585,35,"MA","6","F",12575143,"2007"
"1484",1200,"STATE","ST","S",5,4,2,898,40,"PA","6","F",12577357,"1987"
"1485",1200,"STATE","ST","S",5,4,2,898,40,"PA","6","F",13002516,"1987"
"1486",1200,"STATE","ST","S",5,4,2,898,40,"PA","6","F",13002509,"1987"
"1487",1200,"STOLP","AVE","",6,3,4,354,35,"","3","O",12572908,""
"1488",1200,"SUNNYCREST","RD","",6,2,3,285,24,"","3","O",12581147,"1993"
"1489",1200,"TEALL","AVE","",8,4,5,696,30,"PA","6","F",12580420,"2011"
"1490",1200,"TEALL","AVE","",8,4,5,696,30,"PA","6","F",12580431,"2011"
"1491",1200,"TEALL","AVE","",8,4,5,696,30,"PA","6","F",12580421,"2011"
"1492",1200,"TEALL","AVE","",8,4,5,696,30,"PA","6","F",12580427,"2011"
"1493",1200,"VALLEY","DR","",7,4,3,290,30,"MA","6","F",12571777,"2004"
"1494",1200,"WADSWORTH","ST","",8,4,5,700,27,"CO","6","F",13028373,"2006"
"1495",1200,"WADSWORTH","ST","",8,4,5,700,27,"CO","6","F",12580706,"2006"
"1496",1200,"WADSWORTH","ST","",8,4,5,700,27,"CO","6","F",13028363,"2006"
"1497",1200,"WASHINGTON","ST","E",5,3,3,597,36,"","6","F",12578158,""
"1498",1200,"WATER","ST","E",4,3,2,619,34,"","6","F",12578250,""
"1499",1200,"WESTCOTT","ST","",9,5,5,871,30,"CO","4","O",12578384,"2011"
"1500",1200,"WESTMORELAND","AVE","",6,3,5,520,26,"","3","O",12578403,"1998"
"1501",1200,"WILLIS","AVE","",6,4,2,367,36,"","6","F",12574865,"1999"
"1502",1300,"ADAMS","ST","E",3,2,2,440,28,"","6","F",12578119,""
"1503",1300,"BELLEVUE","AVE","",6,4,2,402,30,"CO","6","F",12572935,"2004"
"1504",1300,"BROAD","ST","",7,3,4,293,31,"CO","3","O",12578455,"2000"
"1505",1300,"BROAD","ST","",7,3,4,293,31,"CO","3","O",12578453,"2000"
"1506",1300,"BURNET","AVE","",9,5,5,719,34,"MA","6","F",12578354,"2013"
"1507",1300,"BUTTERNUT","ST","",7,4,3,1095,40,"MA","6","F",12580240,"2003"
"1508",1300,"BUTTERNUT","ST","",7,4,3,1095,40,"MA","6","F",12580238,"2003"
"1509",1300,"BUTTERNUT","ST","",7,4,3,1095,40,"MA","6","F",12580266,"2003"
"1510",1300,"BUTTERNUT","ST","",7,4,3,1095,40,"MA","6","F",12580268,"2003"
"1511",1300,"CALEB","AVE","",7,3,5,330,30,"","3","O",12581134,"2001"
"1512",1300,"CARBON","ST","",3,3,1,435,27,"","6","F",12575243,""
"1513",1300,"COLVIN","ST","E",6,4,3,2012,36,"MA","6","F",12577020,"1999"
"1514",1300,"COLVIN","ST","E",6,4,3,2012,36,"MA","6","F",12577016,"1999"
"1515",1300,"COLVIN","ST","E",6,4,3,2012,36,"MA","6","F",12577017,"1999"
"1516",1300,"COLVIN","ST","W",8,4,5,303,34,"","6","F",12572118,"2009"
"1517",1300,"COMSTOCK","AVE","",6,4,2,885,29,"CO","4","O",13002092,"1998"
"1518",1300,"COURT","ST","",6,3,3,375,36,"MA","6","F",12580573,"2000"
"1519",1300,"COURT","ST","",6,3,3,375,36,"MA","6","F",12580567,"2000"
"1520",1300,"COURT","ST","",6,3,3,375,36,"MA","6","F",12580570,"2000"
"1521",1300,"CUMBERLAND","AVE","",6,4,2,425,26,"","3","O",12577141,""
"1522",1300,"ERIE","BLVD","E",7,3,5,525,56,"PA","6","F",12578259,"2004"
"1523",1300,"EUCLID","AVE","",8,4,5,504,36,"MA","6","F",12578524,"2011"
"1524",1300,"FAYETTE","ST","E",5,3,2,550,36,"MA","6","F",12578161,"2002"
"1525",1300,"FAYETTE","ST","W",6,4,2,800,30,"","6","F",12573413,"2004"
"1526",1300,"FIRST NORTH","ST","",7,4,4,459,36,"","6","F",12575314,"2003"
"1527",1300,"GEDDES","ST","S",7,3,3,428,36,"MA","6","F",12573050,"2004"
"1528",1300,"GEDDES","ST","S",7,3,3,428,36,"MA","6","F",13013128,"2004"
"1529",1300,"GENESEE","ST","E",7,3,4,219,42,"PA","6","F",12578148,"2004"
"1530",1300,"GENESEE","ST","W",8,4,4,343,51,"PA","","F",12573504,"2004"
"1531",1300,"GENESEE","ST","W",8,4,4,343,51,"PA","","F",13002346,"2004"
"1532",1300,"GLENCOVE","RD","",8,4,5,348,29,"","3","O",12581205,"2002"
"1533",1300,"GLENCOVE","RD","",7,4,4,339,NA,"","3","O",12581205,""
"1534",1300,"GLENWOOD","AVE","",7,3,4,900,25,"MA","6","F",12572887,"2005"
"1535",1300,"GRANT","BLVD","",5,3,3,295,35,"MA","6","F",12580475,"2004"
"1536",1300,"GRANT","BLVD","",5,3,3,295,35,"MA","6","F",12580476,"2004"
"1537",1300,"HAWLEY","AVE","",5,3,2,260,38,"","6","F",12578339,""
"1538",1300,"HIGHLAND","ST","",5,2,3,100,27,"","3","O",12580277,""
"1539",1300,"HIGHLAND","ST","",5,2,3,100,27,"","3","O",12580276,""
"1540",1300,"JAMES","ST","",6,3,4,219,40,"PA","6","F",13016171,"2004"
"1541",1300,"JAMES","ST","",6,3,4,219,40,"PA","6","F",12580356,"2004"
"1542",1300,"JAMESVILLE","AVE","",4,2,2,1014,22,"","3","O",13028603,"1992"
"1543",1300,"JAMESVILLE","AVE","",4,2,2,1014,22,"","3","O",12576927,"1992"
"1544",1300,"LANCASTER","AVE","",6,3,3,1129,36,"","6","F",12577522,"1986"
"1545",1300,"LEMOYNE","AVE","",5,3,5,440,36,"MA","6","F",12575562,"2005"
"1546",1300,"LEMOYNE","AVE","",5,3,5,440,36,"MA","6","F",12575561,"2005"
"1547",1300,"LODI","ST","",6,4,2,554,40,"MA","6","F",12580030,"2004"
"1548",1300,"MADISON","ST","",7,4,5,523,27,"","6","F",12578192,"2004"
"1549",1300,"MCBRIDE","ST","S",5,3,2,347,30,"","6","F",12577448,"1998"
"1550",1300,"MEADOWBROOK","DR","",6,3,3,597,40,"MA","6","F",13001951,"1996"
"1551",1300,"MEADOWBROOK","DR","",6,3,3,597,40,"MA","6","F",12578564,"1996"
"1552",1300,"MEADOWBROOK","DR","",6,3,3,597,40,"MA","6","F",13011020,"1996"
"1553",1300,"MEADOWBROOK","DR","",6,3,3,597,40,"MA","6","F",12578562,"1996"
"1554",1300,"MEADOWBROOK","DR","",6,3,3,597,40,"MA","6","F",13011011,"1996"
"1555",1300,"MIDLAND","AVE","",6,4,3,370,30,"MA","6","F",12577222,"1996"
"1556",1300,"MIDLAND","AVE","",6,4,3,370,30,"MA","6","F",13002129,"1996"
"1557",1300,"MILTON","AVE","",7,4,3,370,35,"","6","F",12574847,"2001"
"1558",1300,"MILTON","AVE","",6,3,3,264,35,"MA","6","F",12574847,"2001"
"1559",1300,"NORTHCLIFFE","RD","",7,4,5,745,28,"","3","O",12581238,"2005"
"1560",1300,"OAK","ST","",6,3,2,660,27,"CO","6","F",12580300,"2000"
"1561",1300,"ONONDAGA","ST","W",8,4,3,628,35,"MA","6","F",12573046,"2005"
"1562",1300,"PARK","ST","",7,4,4,528,33,"CO","6","F",12575290,"2004"
"1563",1300,"SALINA","ST","N",4,3,1,465,42,"MA","6","F",12575272,"2003"
"1564",1300,"SALINA","ST","N",4,3,1,465,42,"MA","6","F",12575223,"2003"
"1565",1300,"SALT SPRINGS","RD","",5,2,3,686,36,"","3","O",13021209,"1999"
"1566",1300,"SALT SPRINGS","RD","",5,2,3,686,36,"","3","O",13021208,"1999"
"1567",1300,"SALT SPRINGS","RD","",5,2,3,686,36,"","3","O",12578953,"1999"
"1568",1300,"SOUTH","AVE","",7,4,5,317,40,"MA","6","F",12572123,"2002"
"1569",1300,"SOUTH","AVE","",7,4,5,317,40,"MA","6","F",13028530,"2002"
"1570",1300,"SOUTH","AVE","",7,4,5,317,40,"MA","6","F",13028531,"2002"
"1571",1300,"SPRING","ST","",5,3,2,441,36,"","6","F",12575309,"2000"
"1572",1300,"STATE","ST","N",8,4,5,183,35,"MA","6","F",12575154,"2007"
"1573",1300,"STATE","ST","N",8,4,5,183,35,"MA","6","F",12575153,"2007"
"1574",1300,"STATE","ST","N",8,4,5,183,35,"MA","6","F",12575155,"2007"
"1575",1300,"STATE","ST","S",5,4,1,792,32,"PA","6","F",12577348,"1987"
"1576",1300,"STATE","ST","S",5,4,1,792,32,"PA","6","F",12577353,"1987"
"1577",1300,"STOLP","AVE","",7,4,4,779,24,"","3","O",12572903,""
"1578",1300,"SUNNYCREST","RD","",6,3,4,306,24,"","3","O",12581162,""
"1579",1300,"TEALL","AVE","",5,3,3,1017,34,"PA","6","F",12580512,"2002"
"1580",1300,"VALLEY","DR","",7,4,4,220,30,"MA","6","F",12571774,"2004"
"1581",1300,"WASHINGTON","ST","E",6,4,4,NA,36,"","6","F",12578162,""
"1582",1300,"WATER","ST","E",5,3,3,920,34,"","6","F",12578257,""
"1583",1300,"WESTCOTT","ST","",9,5,5,528,30,"CO","4","O",13002086,"2011"
"1584",1300,"WESTCOTT","ST","",9,5,5,528,30,"CO","4","O",12578366,"2011"
"1585",1300,"WESTMORELAND","AVE","",7,3,5,800,26,"","3","O",12578378,"1998"
"1586",1300,"WILLIS","AVE","",6,3,2,513,36,"","6","F",12574851,"1999"
"1587",1400,"BELLEVUE","AVE","",7,4,3,330,30,"CO","6","F",12572928,"2004"
"1588",1400,"BURNET","AVE","",9,5,5,763,34,"MA","6","F",12578802,"2013"
"1589",1400,"BUTTERNUT","ST","",6,3,3,444,40,"MA","6","F",12580287,"2003"
"1590",1400,"BUTTERNUT","ST","",6,3,3,444,40,"MA","6","F",12580272,"2003"
"1591",1400,"BUTTERNUT","ST","",6,3,3,444,40,"MA","6","F",12580274,"2003"
"1592",1400,"CALEB","AVE","",7,3,5,321,27,"","3","O",12581137,"2005"
"1593",1400,"COLVIN","ST","W",8,4,3,285,34,"","6","F",12572058,"2009"
"1594",1400,"COMSTOCK","AVE","",7,4,2,370,29,"CO","4","O",12576960,"1998"
"1595",1400,"COMSTOCK","AVE","",7,4,2,370,29,"CO","4","O",12576963,"1998"
"1596",1400,"COURT","ST","",6,3,3,375,36,"MA","6","F",12580598,"2000"
"1597",1400,"COURT","ST","",6,3,3,375,36,"MA","6","F",12580599,"2000"
"1598",1400,"ERIE","BLVD","E",10,5,5,663,56,"PA","6","F",12578302,"2014"
"1599",1400,"ERIE","BLVD","W",5,4,2,1500,36,"PA","6","F",12573507,""
"1600",1400,"EUCLID","AVE","",8,4,5,280,36,"MA","6","F",12578537,"2011"
"1601",1400,"EUCLID","AVE","",8,4,5,280,36,"MA","6","F",13013246,"2011"
"1602",1400,"EUCLID","AVE","",8,4,5,280,36,"MA","6","F",12578552,"2011"
"1603",1400,"FAYETTE","ST","E",4,2,2,550,36,"MA","6","F",12578199,"2002"
"1604",1400,"FAYETTE","ST","W",6,3,3,600,30,"","6","F",13010440,"2004"
"1605",1400,"FAYETTE","ST","W",6,3,3,600,30,"","6","F",13010438,"2004"
"1606",1400,"FIRST NORTH","ST","",6,3,2,477,36,"","6","F",12575311,"2003"
"1607",1400,"GEDDES","ST","S",7,3,4,407,36,"MA","6","F",12573045,"2004"
"1608",1400,"GEDDES","ST","S",7,3,4,407,36,"MA","6","F",12573044,"2004"
"1609",1400,"GENESEE","ST","E",6,3,3,481,42,"PA","6","F",12578152,"2004"
"1610",1400,"GENESEE","ST","W",6,4,3,510,51,"PA","","F",12573494,"2004"
"1611",1400,"GENESEE","ST","W",6,4,3,510,51,"PA","","F",12573489,"2004"
"1612",1400,"GLENCOVE","RD","",7,3,4,311,29,"","3","O",12581207,"2002"
"1613",1400,"GRANT","BLVD","",5,3,3,295,35,"MA","6","F",12580313,"2004"
"1614",1400,"GRANT","BLVD","",5,3,3,295,35,"MA","6","F",12580312,"2004"
"1615",1400,"HAWLEY","AVE","",6,2,4,367,38,"","6","F",12578341,""
"1616",1400,"HIGHLAND","ST","",5,3,3,270,27,"","3","O",12580285,""
"1617",1400,"JAMES","ST","",7,3,4,354,40,"PA","6","F",12580409,"2004"
"1618",1400,"LANCASTER","AVE","",6,3,3,1024,36,"","6","F",12577514,"1986"
"1619",1400,"LANCASTER","AVE","",6,3,3,1024,36,"","6","F",13011034,"1986"
"1620",1400,"LEMOYNE","AVE","",6,4,2,290,36,"MA","6","F",12580591,"2005"
"1621",1400,"LODI","ST","",6,3,3,452,40,"MA","6","F",12580029,"1994"
"1622",1400,"MADISON","ST","",7,4,4,312,27,"","6","F",12578206,"2004"
"1623",1400,"MCBRIDE","ST","S",4,2,2,290,30,"","6","F",12577425,"1998"
"1624",1400,"MCBRIDE","ST","S",4,2,2,290,30,"","6","F",12577447,"1998"
"1625",1400,"MCBRIDE","ST","S",4,2,2,290,30,"","6","F",13012977,"1998"
"1626",1400,"MEADOWBROOK","DR","",6,4,3,515,40,"MA","6","F",13001952,"1996"
"1627",1400,"MEADOWBROOK","DR","",6,4,3,515,40,"MA","6","F",12578572,"1996"
"1628",1400,"MIDLAND","AVE","",6,3,3,530,30,"MA","6","F",12577220,"1996"
"1629",1400,"NORTHCLIFFE","RD","",7,3,4,480,28,"","3","O",12581272,"2005"
"1630",1400,"NORTHCLIFFE","RD","",7,3,4,480,28,"","3","O",12581275,"2005"
"1631",1400,"NORTHCLIFFE","RD","",7,3,4,480,28,"","3","O",12581242,"2005"
"1632",1400,"OAK","ST","",5,3,2,440,27,"CO","6","F",12580309,"2000"
"1633",1400,"ONONDAGA","ST","W",8,4,4,330,35,"MA","6","F",12573003,"2005"
"1634",1400,"PARK","ST","",6,3,4,525,33,"CO","6","F",12575285,"1989"
"1635",1400,"SALINA","ST","N",5,3,2,465,42,"MA","6","F",12575222,"2003"
"1636",1400,"SALINA","ST","S",5,2,3,475,40,"PA","6","F",12577260,"2002"
"1637",1400,"SALT SPRINGS","RD","",6,3,4,900,36,"","3","O",13011136,"1998"
"1638",1400,"SALT SPRINGS","RD","",6,3,4,900,36,"","3","O",12578952,"1998"
"1639",1400,"SALT SPRINGS","RD","",6,3,4,900,36,"","3","O",13021210,"1998"
"1640",1400,"SOUTH","AVE","",7,4,5,211,40,"MA","6","F",12572121,"2002"
"1641",1400,"SOUTH","AVE","",7,4,5,211,40,"MA","6","F",12572119,"2002"
"1642",1400,"SPRING","ST","",9,5,5,487,36,"","6","F",12575265,"2010"
"1643",1400,"STATE","ST","N",4,3,1,442,35,"MA","6","F",12575161,""
"1644",1400,"STATE","ST","S",8,4,4,950,32,"","6","F",12577268,"2012"
"1645",1400,"SUNNYCREST","RD","",7,3,5,290,24,"","3","O",13020793,"2005"
"1646",1400,"SUNNYCREST","RD","",7,3,5,290,24,"","3","O",12581164,"2005"
"1647",1400,"TEALL","AVE","",5,3,4,372,34,"PA","6","F",12580516,"1991"
"1648",1400,"VALLEY","DR","",6,3,3,440,30,"MA","6","F",12571751,"2004"
"1649",1400,"WASHINGTON","ST","E",5,3,4,525,36,"","3","O",12578200,""
"1650",1400,"WESTMORELAND","AVE","",7,3,5,525,26,"","3","O",12578371,"1998"
