"","AddressNumber","StreetName","StreetNamePostType","Directional","Overall","Crack","Patch","Length","Width","Class","Pvmt","Fl...O","STREET_ID","DLO"
"2767",2700,"MIDLAND","AVE","",7,4,4,369,30,"MA","6","F",13002127,"2005"
"2768",2700,"SALINA","ST","S",5,3,2,265,40,"PA","6","F",12576870,"1998"
"2769",2800,"BURNET","AVE","",8,4,5,346,35,"MA","4","F",12581135,""
"2770",2800,"ERIE","BLVD","E",7,4,4,951,56,"PA","6","F",13011164,"1999"
"2771",2800,"ERIE","BLVD","E",7,4,4,951,56,"PA","6","F",12579024,"1999"
"2772",2800,"GENESEE","ST","E",7,3,4,517,40,"PA","6","F",12578744,"2003"
"2773",2800,"GENESEE","ST","E",7,3,4,517,40,"PA","6","F",12578730,"2003"
"2774",2800,"GRANT","BLVD","",8,4,4,477,36,"MA","6","F",12575499,"2006"
"2775",2800,"GRANT","BLVD","",8,4,4,477,36,"MA","6","F",12575511,"2006"
"2776",2800,"GRANT","BLVD","",8,4,4,477,36,"MA","6","F",12575498,"2006"
"2777",2800,"JAMES","ST","",10,5,5,306,40,"PA","6","F",13018680,"2013"
"2778",2800,"JAMES","ST","",10,5,5,306,40,"PA","6","F",12581077,"2013"
"2779",2800,"LODI","ST","",4,3,1,671,36,"","4","F",12575195,""
"2780",2800,"MIDLAND","AVE","",7,4,4,265,30,"MA","6","F",12576732,"2005"
"2781",2800,"MIDLAND","AVE","",7,4,4,265,30,"MA","6","F",12576720,"2005"
"2782",2800,"SALINA","ST","S",5,3,3,352,40,"MA","6","F",12576855,"1998"
"2783",2900,"BURNET","AVE","",8,4,5,340,35,"MA","4","F",12581139,""
"2784",2900,"ERIE","BLVD","E",7,4,4,2640,56,"PA","6","F",12579028,"1999"
"2785",2900,"ERIE","BLVD","E",7,4,4,2640,56,"PA","6","F",12579670,"1999"
"2786",2900,"GENESEE","ST","E",8,4,5,1224,40,"PA","6","F",12578746,"2003"
"2787",2900,"GRANT","BLVD","",8,4,4,475,36,"MA","6","F",12575503,"2006"
"2788",2900,"JAMES","ST","",10,5,5,364,40,"PA","6","F",13018732,"2013"
"2789",2900,"JAMES","ST","",10,5,5,364,40,"PA","6","F",12581085,"2013"
"2790",2900,"MIDLAND","AVE","",6,4,3,317,30,"MA","6","F",12576719,"2005"
"2791",2900,"SALINA","ST","S",5,2,3,308,40,"MA","6","F",12576853,"1998"
"2792",300,"ACADEMY","PL","",7,3,5,430,28,"","3","O",12576489,""
"2793",300,"ADAMS","ST","E",10,5,5,358,64,"","6","F",12577648,"2015"
"2794",300,"AINSLEY","DR","",4,2,2,1877,26,"CO","3","O",13028605,""
"2795",300,"AINSLEY","DR","",4,2,2,1877,26,"CO","3","O",13028604,""
"2796",300,"ALBERT","RD","",4,2,3,787,29,"","3","O",12578915,""
"2797",300,"ALLEN","ST","",3,2,3,616,27,"","4","F",12578707,"2002"
"2798",300,"ALMOND","ST","",6,3,3,352,54,"","4","F",13017760,"1993"
"2799",300,"ALMOND","ST","",6,3,3,352,54,"","4","F",12577787,"1993"
"2800",300,"ALVORD","ST","S",5,3,2,364,32,"","6","F",12580058,"1987"
"2801",300,"ANDOVER","RD","",7,4,5,175,21,"","3","O",12578367,""
"2802",300,"APPLE","ST","",5,4,2,215,18,"","3","O",12573499,"2002"
"2803",300,"ARDEN","DR","",7,3,5,317,21,"","3","O",12571864,"1998"
"2804",300,"ARLINGTON","AVE","",5,2,3,1330,27,"","3","O",12572004,"1995"
"2805",300,"ARNOLD","AVE","",6,2,4,686,28,"","3","O",12576935,"1998"
"2806",300,"ARTHUR","ST","",6,3,2,411,26,"","3","O",12573005,"1994"
"2807",300,"ASH","ST","",3,2,3,352,30,"","6","F",12580010,"1999"
"2808",300,"ASH","ST","",3,2,3,352,30,"","6","F",12580011,"1999"
"2809",300,"ASHDALE","AVE","",5,3,4,997,27,"","3","O",12581409,"1988"
"2810",300,"ATLANTIC","AVE","",6,4,3,264,25,"","3","O",12571953,"1991"
"2811",300,"AUDUBON","PKWY","",6,3,4,367,30,"","3","O",12578978,"1999"
"2812",300,"AUDUBON","PKWY","",6,3,4,367,30,"","3","O",13011150,"1999"
"2813",300,"AVERY","AVE","S",5,3,3,1877,36,"CO","4","F",12572693,"1996"
"2814",300,"BAKER","AVE","",7,4,3,600,27,"","6","F",12577294,"1997"
"2815",300,"BALL","AVE","",6,3,5,293,27,"","3","O",12578881,"1992"
"2816",300,"BALLANTYNE","RD","",8,4,3,395,31,"","3","F",12576711,"2004"
"2817",300,"BARNES","AVE","",5,3,3,367,27,"","3","O",12571896,"2004"
"2818",300,"BARRINGTON","RD","",7,3,4,748,30,"","3","O",12579565,""
"2819",300,"BARRINGTON","RD","",7,3,4,748,30,"","3","O",12579567,""
"2820",300,"BASIN","ST","",6,3,3,587,30,"","4","F",12575145,"2004"
"2821",300,"BEAR","ST","W",5,3,1,1555,64,"MA","6","F",12575064,""
"2822",300,"BEAR","ST","W",5,3,1,1555,64,"MA","6","F",13020311,""
"2823",300,"BEARD","AVE","W",3,3,1,252,28,"","6","F",12577221,"1996"
"2824",300,"BEATTIE","ST","",5,3,3,337,22,"","6","O",12578761,"1988"
"2825",300,"BEECH","ST","S",7,3,5,575,24,"","6","F",12578160,"2003"
"2826",300,"BEECHER","ST","",6,3,4,600,25,"","6","F",12580119,"1981"
"2827",300,"BELLEVUE","AVE","",7,4,3,308,30,"CO","6","F",12573306,"2005"
"2828",300,"BERKELEY","DR","",5,2,3,880,32,"","6","F",12577531,"2000"
"2829",300,"BERKELEY","DR","",5,2,3,880,32,"","6","F",13011310,"2000"
"2830",300,"BERKELEY","DR","",5,2,3,880,32,"","6","F",12577533,"2000"
"2831",300,"BERKELEY","DR","",5,2,3,880,32,"","6","F",13011309,"2000"
"2832",300,"BERKSHIRE","AVE","",5,3,4,405,27,"","3","O",12580649,""
"2833",300,"BISHOP","AVE","",7,3,4,308,27,"","3","O",12572075,""
"2834",300,"BORDEN","AVE","E",5,3,4,295,18,"","6","F",12577297,"2002"
"2835",300,"BORDEN","AVE","W",8,4,5,700,25,"","3","F",12573194,"2005"
"2836",300,"BOSTON","ST","",5,3,4,585,26,"","3","O",12581214,"1985"
"2837",300,"BOYDEN","ST","",6,3,4,500,27,"","6","F",12580384,"1993"
"2838",300,"BOYDEN","ST","",6,3,4,500,27,"","6","F",12580397,"1993"
"2839",300,"BOYDEN","ST","",6,3,4,500,27,"","6","F",12580382,"1993"
"2840",300,"BRADFORD","PKWY","",6,3,3,820,36,"","6","F",12578568,"2000"
"2841",300,"BRADLEY","ST","",6,4,2,295,24,"","3","O",12573064,"1994"
"2842",300,"BRATTLE","RD","",5,3,3,360,36,"","6","F",12580464,"2000"
"2843",300,"BRIGHTON","AVE","E",6,3,4,675,35,"PA","4","F",12576864,"2004"
"2844",300,"BRIGHTON","AVE","W",6,3,5,469,30,"","6","F",12576796,"2008"
"2845",300,"BROAD","ST","",6,2,4,358,36,"CO","6","F",12577543,"2004"
"2846",300,"BROADVIEW","DR","",5,2,3,763,24,"","3","O",12571628,"1994"
"2847",300,"BROADVIEW","DR","",5,2,3,763,24,"","3","O",12571630,"1994"
"2848",300,"BROOKFORD","RD","",4,2,3,440,34,"","6","F",12578653,"1996"
"2849",300,"BROOKFORD","RD","",4,2,3,440,34,"","6","F",12578652,"1996"
"2850",300,"BROOKFORD","RD","",5,2,3,469,34,"","6","F",12578653,"1996"
"2851",300,"BROOKFORD","RD","",5,2,3,469,34,"","6","F",12578652,"1996"
"2852",300,"BROOKLEA","DR","",6,4,3,176,30,"","3","O",12576490,""
"2853",300,"BRUCE","ST","",8,4,4,1203,26,"","6","F",12578716,"2004"
"2854",300,"BUCKINGHAM","AVE","",6,2,4,895,30,"","3","O",12577544,"1998"
"2855",300,"BURDICK","AVE","",8,4,4,293,23,"","3","O",12575523,"2009"
"2856",300,"BURNET PARK","DR","",6,3,5,325,27,"","6","F",12572706,"2000"
"2857",300,"BURNET","AVE","",5,3,3,466,34,"MA","6","F",12578019,"1999"
"2858",300,"BURNS","AVE","",6,3,4,675,26,"","3","O",12581206,"2002"
"2859",300,"BURT","ST","",2,1,1,495,30,"MA","6","F",12577390,"1993"
"2860",300,"BUTTERNUT","ST","",8,5,4,384,42,"MA","6","F",12579998,"2011"
"2861",300,"CADILLAC","ST","",6,3,3,306,26,"","3","O",12580582,""
"2862",300,"CADILLAC","ST","",6,3,3,306,26,"","3","O",13001410,""
"2863",300,"CADWELL","ST","",7,4,4,305,NA,"","3","O",12573083,""
"2864",300,"CADWELL","ST","",7,4,4,305,NA,"","3","O",13002353,""
"2865",300,"CALEB","AVE","",7,3,4,205,29,"","3","O",12580915,"2001"
"2866",300,"CALTHROP","AVE","W",6,3,4,564,30,"","3","O",12576728,""
"2867",300,"CANNON","ST","",6,4,2,291,24,"","6","F",12576830,"1991"
"2868",300,"CARBON","ST","",5,3,2,306,36,"","6","F",12580170,"1987"
"2869",300,"CARBON","ST","S",3,2,3,274,27,"","6","F",12580115,""
"2870",300,"CARLTON","DR","",7,3,4,600,30,"","3","O",12578933,""
"2871",300,"CARLTON","DR","",7,3,4,600,30,"","3","O",12578923,""
"2872",300,"CARLTON","RD","",6,3,3,961,27,"","6","F",12571848,"2000"
"2873",300,"CATAWBA","ST","",6,3,2,252,42,"","6","F",12575174,""
"2874",300,"CATHERINE","ST","",3,3,1,710,30,"","6","F",12578060,""
"2875",300,"CATHERINE","ST","",3,3,1,710,30,"","6","F",12578063,""
"2876",300,"CAYUGA","ST","",6,3,4,587,31,"","3","O",12572808,"1990"
"2877",300,"CHARMOUTH","DR","",6,3,4,323,27,"","3","O",12572027,"1999"
"2878",300,"CHEMUNG","ST","",8,4,4,662,36,"","6","F",12572804,"2002"
"2879",300,"CHEMUNG","ST","",8,4,4,662,36,"","6","F",12572801,"2002"
"2880",300,"CHERRY","ST","",NA,NA,NA,601,34,"","","F",12578196,""
"2881",300,"CHURCHILL","AVE","",6,3,5,380,24,"","3","O",12576745,"2003"
"2882",300,"CLAIRMONTE","AVE","",6,3,4,860,28,"","6","F",12572981,"2000"
"2883",300,"CLARENCE","AVE","",5,2,3,195,27,"","3","O",12576633,""
"2884",300,"CLARENDON","ST","",3,2,2,350,24,"","6","F",12577617,"2001"
"2885",300,"CLEVELAND","AVE","",6,4,2,461,27,"","6","F",12580283,""
"2886",300,"CLINTON","ST","N",5,3,4,342,40,"MA","6","F",12573903,"2001"
"2887",300,"CLINTON","ST","S",6,3,3,260,50,"MA","6","F",12573749,"2001"
"2888",300,"COLDBROOK","DR","",5,2,3,345,18,"","3","O",12576531,"2000"
"2889",300,"COLERIDGE","AVE","",6,3,4,1368,25,"","6","F",12572705,"1996"
"2890",300,"COLLINGWOOD","AVE","N",5,3,3,1151,28,"","3","O",12581410,""
"2891",300,"COLLINGWOOD","AVE","S",7,3,5,813,24,"","3","O",12580975,""
"2892",300,"COLUMBUS","AVE","",6,3,3,411,36,"","6","F",12578212,"2002"
"2893",300,"COLVIN","ST","E",7,3,4,416,30,"MA","6","F",12577285,""
"2894",300,"COLVIN","ST","E",7,3,4,416,30,"MA","6","F",12577286,""
"2895",300,"COLVIN","ST","E",7,3,4,416,30,"MA","6","F",13002102,""
"2896",300,"COLVIN","ST","W",8,4,3,498,25,"MA","6","F",12576826,"2004"
"2897",300,"COMSTOCK","AVE","",5,3,2,591,30,"MA","6","F",12578121,"1998"
"2898",300,"COOLIDGE","AVE","",5,3,2,585,30,"","6","F",12573156,"1983"
"2899",300,"COUGHLIN","AVE","",6,3,3,288,27,"","3","O",12581101,""
"2900",300,"COURT","ST","",7,4,4,500,34,"MA","6","F",12575281,"1989"
"2901",300,"COURT","ST","",7,4,4,500,34,"MA","6","F",12575280,"1989"
"2902",300,"CRADDOCK","ST","",7,4,4,300,25,"","6","F",12572042,"2004"
"2903",300,"CRAIG","ST","",8,4,5,380,27,"","3","O",12580215,"2006"
"2904",300,"CRAWFORD","AVE","",5,2,3,491,28,"","6","F",13013241,""
"2905",300,"CRAWFORD","AVE","",5,2,3,491,28,"","6","F",12578556,""
"2906",300,"CROSSETT","ST","",7,4,2,343,25,"","6","F",12572954,"2001"
"2907",300,"CROUSE","AVE","N",3,2,3,323,32,"","6","F",12578080,""
"2908",300,"CROUSE","AVE","S",7,4,4,628,36,"","6","F",12577819,"2004"
"2909",300,"CULVER","DR","",7,3,5,290,23,"","3","O",12581177,"2002"
"2910",300,"CURTIS","ST","",8,3,4,335,27,"","3","O",12580185,"2002"
"2911",300,"DAKIN","ST","",5,3,4,285,27,"","3","O",12578792,"1989"
"2912",300,"DAKOTA","ST","",6,3,4,320,32,"","3","O",12578417,""
"2913",300,"DAKOTA","ST","",6,3,4,320,32,"","3","O",12578423,""
"2914",300,"DANFORTH","ST","",4,2,3,204,30,"","6","F",12575275,""
"2915",300,"DANFORTH","ST","",4,2,3,204,30,"","6","F",12575152,""
"2916",300,"DARLINGTON","RD","",6,3,4,500,NA,"","3","O",12580650,""
"2917",300,"DARLINGTON","RD","",6,3,4,500,NA,"","3","O",12580653,""
"2918",300,"DEFOREST","RD","",5,2,3,870,28,"","3","O",12578906,"1996"
"2919",300,"DELAWARE","ST","",6,4,3,350,35,"","6","F",12573254,"1999"
"2920",300,"DEWITT","ST","",7,2,4,384,27,"","6","F",12580349,"2009"
"2921",300,"DIVISION","ST","E",5,3,2,380,33,"","6","F",12575127,""
"2922",300,"DIVISION","ST","E",5,3,2,380,33,"","6","F",12575128,""
"2923",300,"DORWIN","AVE","",5,3,2,1415,27,"","4","O",13002107,""
"2924",300,"DORWIN","AVE","",5,3,2,1415,27,"","4","O",13009803,""
"2925",300,"DORWIN","AVE","",5,3,2,1415,27,"","4","O",12563572,""
"2926",300,"DORWIN","AVE","",5,3,2,1415,27,"","4","O",13019515,""
"2927",300,"DOUGLAS","ST","",7,4,4,730,27,"","6","F",12580086,"2001"
"2928",300,"DRISCOLL","AVE","",7,4,4,564,NA,"","3","O",13017594,"1990"
"2929",300,"DUANE","ST","",6,3,3,303,NA,"","3","O",12572921,"1990"
"2930",300,"DUDLEY","ST","",7,3,3,168,34,"","6","F",12573077,""
"2931",300,"DURSTON","AVE","",8,4,5,387,25,"","6","F",12580504,"2006"
"2932",300,"EDGEWOOD","AVE","",4,2,3,293,26,"","3","O",12571915,""
"2933",300,"EDWARDS","AVE","N",4,2,3,1177,29,"","3","O",12581422,""
"2934",300,"EDWARDS","AVE","S",6,3,3,720,24,"","3","O",12580985,""
"2935",300,"ELLIS","ST","",7,4,3,278,28,"","6","F",12578720,"2003"
"2936",300,"ELM","ST","",7,4,3,1160,35,"","6","F",12578292,"2012"
"2937",300,"EMERSON","AVE","",7,4,4,343,36,"","3","O",12572826,"2005"
"2938",300,"ENGLEWOOD","AVE","",6,3,4,335,27,"","3","O",12571736,""
"2939",300,"ERIE","BLVD","E",5,3,2,564,56,"PA","6","F",12577843,""
"2940",300,"ERIE","ST","",7,3,3,627,27,"","3","O",12572813,"1995"
"2941",300,"ESSEX","ST","",6,3,4,786,30,"","3","O",13006472,"1995"
"2942",300,"ESSEX","ST","",6,3,4,786,30,"","3","O",12572793,"1995"
"2943",300,"ESSEX","ST","",6,3,4,786,30,"","3","O",12572773,"1995"
"2944",300,"EUCLID","AVE","",5,3,3,320,39,"MA","6","F",12577566,"2004"
"2945",300,"FABIUS","ST","",5,3,1,366,NA,"","6","F",13002367,"1990"
"2946",300,"FABIUS","ST","",5,3,1,366,NA,"","6","F",12573654,"1990"
"2947",300,"FARMER","ST","",3,2,2,1240,24,"","6","F",12580353,"1986"
"2948",300,"FAYETTE","BLVD","",6,3,4,429,25,"","3","O",12578892,"2004"
"2949",300,"FAYETTE","ST","E",10,5,5,525,36,"MA","6","F",12577697,"2014"
"2950",300,"FAYETTE","ST","W",9,5,5,950,37,"MA","6","F",12573732,"1986"
"2951",300,"FAYETTE","ST","W",9,5,5,950,37,"MA","6","F",13020300,"1986"
"2952",300,"FELLOWS","AVE","",5,3,3,766,27,"","6","F",12578510,"2004"
"2953",300,"FILLMORE","AVE","",4,2,3,309,27,"","6","F",12576756,"1987"
"2954",300,"FIRST NORTH","ST","",6,3,4,336,27,"","3","O",13012406,""
"2955",300,"FIRST NORTH","ST","",6,3,4,336,27,"","3","O",12580190,""
"2956",300,"FIRST NORTH","ST","",6,3,4,336,27,"","3","O",13001383,""
"2957",300,"FITCH","ST","",5,3,2,615,27,"","3","O",12573087,"1986"
"2958",300,"FITCH","ST","",5,3,2,615,27,"","3","O",13002351,"1986"
"2959",300,"FLORENCE","AVE","E",5,3,1,525,25,"","3","O",12576643,"2004"
"2960",300,"FOBES","AVE","",6,3,3,818,21,"","3","F",12581062,""
"2961",300,"FOBES","AVE","",6,3,3,818,21,"","3","F",12581361,""
"2962",300,"FOREST HILL","DR","",4,2,2,834,36,"","6","F",12580970,"1993"
"2963",300,"FOREST HILL","DR","",4,2,2,834,36,"","6","F",13018676,"1993"
"2964",300,"FORMAN","AVE","",6,3,3,520,37,"","6","F",12577781,"2004"
"2965",300,"FORMAN","AVE","",6,3,3,520,37,"","6","F",12577803,"2004"
"2966",300,"FORMAN","AVE","",6,3,3,520,37,"","6","F",12577799,"2004"
"2967",300,"FORMAN","AVE","",6,3,3,520,37,"","6","F",12577801,"2004"
"2968",300,"FOURTH NORTH","ST","",7,3,4,161,34,"","3","O",13001315,"1996"
"2969",300,"FRANKLIN","ST","N",8,4,4,552,45,"","6","F",12573939,"2010"
"2970",300,"FRANKLIN","ST","S",6,4,2,300,45,"","6","F",12573744,"2001"
"2971",300,"FURMAN","ST","",8,4,5,656,30,"","6","F",12573230,"2005"
"2972",300,"GARFIELD","AVE","",5,4,2,588,27,"","6","F",12577295,"1998"
"2973",300,"GARFIELD","AVE","",5,4,2,588,27,"","6","F",12577298,"1998"
"2974",300,"GEDDES","ST","N",8,4,4,792,46,"MA","6","F",12573540,"2011"
"2975",300,"GEDDES","ST","S",8,4,5,248,56,"MA","6","F",12573436,"2011"
"2976",300,"GEDDES","ST","S",8,4,5,248,56,"MA","6","F",12573437,"2011"
"2977",300,"GENANT","DR","",5,3,2,671,21,"","6","F",13001321,""
"2978",300,"GENESEE PARK","DR","",6,3,4,1323,27,"","3","O",12578733,"1993"
"2979",300,"GENESEE PARK","DR","",6,3,4,1323,27,"","3","O",12578740,"1993"
"2980",300,"GENESEE PARK","DR","",6,3,4,1323,27,"","3","O",12578737,"1993"
"2981",300,"GENESEE PARK","DR","",6,3,4,1323,27,"","3","O",12578739,"1993"
"2982",300,"GENESEE","ST","W",8,4,5,483,40,"PA","6","F",12573876,"1992"
"2983",300,"GENESEE","ST","W",8,4,5,483,40,"PA","6","F",12573895,"1992"
"2984",300,"GERTRUDE","ST","",7,4,2,700,27,"","6","F",12578285,"2004"
"2985",300,"GIFFORD","ST","",5,3,2,552,30,"","6","F",13012508,""
"2986",300,"GIFFORD","ST","",5,3,2,552,30,"","6","F",12573659,""
"2987",300,"GIFFORD","ST","",5,3,2,552,30,"","6","F",12573651,""
"2988",300,"GIFFORD","ST","",5,3,2,552,30,"","6","F",12573650,""
"2989",300,"GLEN","AVE","E",7,3,5,375,25,"","3","O",12576637,"1993"
"2990",300,"GLEN","AVE","E",7,3,5,375,25,"","3","O",12576636,"1993"
"2991",300,"GLEN","AVE","E",7,3,5,375,25,"","3","O",12576647,"1993"
"2992",300,"GLENCOVE","RD","",6,3,5,348,29,"","3","O",12580976,"2002"
"2993",300,"GLENCOVE","RD","",6,3,5,348,29,"","3","O",13018677,"2002"
"2994",300,"GLENWOOD","AVE","",6,4,2,300,27,"MA","6","F",12572005,"2005"
"2995",300,"GOODRICH","AVE","",8,4,5,528,25,"","3","O",12576930,"2002"
"2996",300,"GORDON","AVE","",4,2,4,366,27,"","","F",12572958,""
"2997",300,"GRAND","AVE","",7,3,4,390,27,"MA","6","F",13020707,"2001"
"2998",300,"GRAND","AVE","",7,3,4,390,27,"MA","6","F",13020706,"2001"
"2999",300,"GRAND","AVE","",7,3,4,390,27,"MA","6","F",12573042,"2001"
"3000",300,"GRANGER","ST","",6,4,1,410,18,"","6","F",12573681,"1998"
"3001",300,"GRANT","AVE","",6,3,3,395,31,"","3","O",12572965,""
"3002",300,"GRANT","BLVD","",4,2,3,733,35,"MA","6","F",12580543,"1994"
"3003",300,"GRANT","BLVD","",4,2,3,733,35,"MA","6","F",12580542,"1994"
"3004",300,"GRANT","BLVD","",4,2,3,733,35,"MA","6","F",12580541,"1994"
"3005",300,"GREEN","ST","",4,3,2,686,26,"","6","F",12578094,"1988"
"3006",300,"GREEN","ST","",4,3,2,686,26,"","6","F",12578079,"1988"
"3007",300,"GREEN","ST","",4,3,2,686,26,"","6","F",13028394,"1988"
"3008",300,"GREEN","ST","",4,3,2,686,26,"","6","F",13028395,"1988"
"3009",300,"GREEN","ST","",4,3,2,686,26,"","6","F",12578286,"1988"
"3010",300,"GREEN","ST","",4,3,2,686,26,"","6","F",12578096,"1988"
"3011",300,"GREENWAY","AVE","",7,3,5,243,30,"","6","F",12578362,"2005"
"3012",300,"GREENWAY","AVE","",7,3,5,243,30,"","6","F",12578361,"2005"
"3013",300,"GREENWOOD","PL","",6,3,3,312,25,"","6","F",12577633,"2000"
"3014",300,"GRIFFITHS","ST","",4,2,2,312,27,"","6","F",12580193,""
"3015",300,"HAMILTON","ST","",6,3,4,417,25,"","3","O",12572827,"1994"
"3016",300,"HARFORD","RD","",5,3,3,750,NA,"","3","O",12580707,""
"3017",300,"HARRISON","ST","",9,5,5,348,46,"","6","F",12577658,"2014"
"3018",300,"HARTSON","ST","",8,4,5,333,27,"","3","F",12573015,"2002"
"3019",300,"HARVARD","PL","",7,3,5,342,27,"","6","F",12578689,"2001"
"3020",300,"HATCH","ST","",6,3,3,512,25,"","3","O",12572109,""
"3021",300,"HAWLEY","AVE","",5,3,2,825,26,"","6","F",12578065,"1996"
"3022",300,"HAYDEN","AVE","",6,3,4,220,NA,"","3","O",12572774,""
"3023",300,"HAZELHURST","AVE","",5,3,4,250,27,"","3","F",12581054,""
"3024",300,"HAZELHURST","AVE","",5,3,4,250,27,"","3","F",12581057,""
"3025",300,"HELEN","ST","",5,3,3,473,27,"","6","F",12580438,""
"3026",300,"HERALD","PL","",5,3,4,325,40,"","6","F",12573936,"1999"
"3027",300,"HERBERT","ST","",5,2,3,300,31,"","3","O",12580166,"2002"
"3028",300,"HERKIMER","ST","",6,4,2,576,29,"","3","O",12572845,""
"3029",300,"HERRIMAN","ST","",7,4,2,270,28,"","3","O",12573020,""
"3030",300,"HIAWATHA","BLVD","E",3,2,1,527,36,"MA","6","F",12575244,""
"3031",300,"HIAWATHA","BLVD","W",8,4,5,808,59,"MA","6","F",13006016,""
"3032",300,"HICKORY","ST","",5,3,4,367,27,"","6","F",12577952,"2003"
"3033",300,"HIER","AVE","",6,3,3,275,27,"","6","F",12580236,"2001"
"3034",300,"HIGHLAND","AVE","",7,3,4,1015,30,"","6","F",12580338,"2006"
"3035",300,"HIGHLAND","ST","",2,1,1,438,27,"","6","F",12580075,""
"3036",300,"HIGHRIDGE","DR","",5,3,5,325,21,"","3","O",12572262,"1990"
"3037",300,"HILLSDALE","AVE","",5,3,3,818,27,"","3","O",12580974,""
"3038",300,"HILLSIDE","ST","",8,4,5,600,27,"","6","F",12580631,"2010"
"3039",300,"HILLSIDE","ST","",8,4,5,600,27,"","6","F",12580659,"2010"
"3040",300,"HILLVIEW","AVE","",2,2,2,690,27,"","6","F",12572016,""
"3041",300,"HIXSON","AVE","",10,5,5,280,27,"","6","F",12580426,"2015"
"3042",300,"HOEFLER","ST","",7,3,4,706,NA,"","3","O",12573001,"1990"
"3043",300,"HOEFLER","ST","",7,3,4,706,NA,"","3","O",12573007,"1990"
"3044",300,"HOLMES","ST","",7,3,5,273,25,"","3","O",12576990,""
"3045",300,"HOOD","AVE","",5,2,3,260,27,"","6","F",12580569,""
"3046",300,"HOPE","AVE","",7,3,4,272,29,"","3","O",12576795,"1990"
"3047",300,"HOPPER","RD","",5,3,2,170,30,"","3","O",12571702,"1991"
"3048",300,"HOUSTON","AVE","",6,3,3,380,NA,"","3","O",12578525,""
"3049",300,"HOVEY","ST","",5,3,2,362,20,"","3","O",12573222,"1990"
"3050",300,"HOWARD","ST","",7,4,3,370,24,"","6","F",12578076,"2004"
"3051",300,"HUBBELL","AVE","",7,4,4,408,33,"","3","O",12572980,""
"3052",300,"HUDSON","ST","",7,4,4,555,28,"","6","F",12573217,"2005"
"3053",300,"HUNT","AVE","",6,3,3,345,22,"","3","O",12572102,""
"3054",300,"HURLBURT","RD","",4,2,4,850,27,"","6","F",12578656,"2008"
"3055",300,"HUTCHINSON","AVE","",6,3,2,352,28,"","6","O",12571911,"1991"
"3056",300,"HUTCHINSON","AVE","",6,3,2,352,28,"","6","O",12571910,"1991"
"3057",300,"IRVING","AVE","",7,3,5,568,40,"","6","F",12577816,"2004"
"3058",300,"IRVING","AVE","",7,3,5,568,40,"","6","F",12577815,"2004"
"3059",300,"JAMES","ST","",7,4,4,564,40,"PA","4","F",13008649,"2004"
"3060",300,"JAMES","ST","",7,4,4,564,40,"PA","4","F",13008640,"2004"
"3061",300,"JASPER","ST","",2,1,2,300,25,"","3","F",12580337,"1998"
"3062",300,"JOHN","ST","",3,5,1,312,34,"","6","F",12580171,""
"3063",300,"KELLOGG","ST","",8,5,4,700,25,"","6","F",12573278,"2013"
"3064",300,"KENNEDY","ST","E",5,4,2,354,32,"","3","O",12577330,""
"3065",300,"KENNEDY","ST","W",6,3,2,1495,31,"","6","F",12573197,"1998"
"3066",300,"KENSINGTON","PL","",6,3,4,747,28,"","3","O",12577528,""
"3067",300,"KENSINGTON","RD","",6,3,3,480,24,"","6","F",12577553,""
"3068",300,"KENSINGTON","RD","",6,3,3,480,24,"","6","F",12577555,""
"3069",300,"KENWICK","DR","",5,3,3,950,25,"","3","O",12580773,"1989"
"3070",300,"KENWICK","DR","",5,3,3,950,25,"","3","O",12580782,"1989"
"3071",300,"KENWOOD","AVE","",4,2,3,365,25,"","3","O",12575560,"1989"
"3072",300,"KIMBER","RD","",7,3,4,378,30,"MA","3","O",12578669,"1997"
"3073",300,"KIMBER","RD","",7,3,4,378,30,"MA","3","O",12578670,"1997"
"3074",300,"KINNE","ST","",5,3,4,340,27,"","3","O",12580403,""
"3075",300,"KIRK","AVE","",3,2,1,1155,27,"","6","F",12573202,"1996"
"3076",300,"KIRKPATRICK","ST","W",7,3,4,1350,28,"","4","F",13020309,"2012"
"3077",300,"KIRKPATRICK","ST","W",7,3,4,1350,28,"","4","F",13020310,"2012"
"3078",300,"KNAUL","ST","",6,3,4,381,25,"","3","O",12580235,""
"3079",300,"KRAMER","DR","",6,3,3,1003,27,"","6","F",12571739,"2004"
"3080",300,"LAFAYETTE","AVE","W",5,2,2,310,31,"","3","O",12576794,""
"3081",300,"LAFORTE","AVE","",5,4,2,393,27,"","6","F",12572964,""
"3082",300,"LAKEVIEW","AVE","",4,2,2,550,27,"","6","F",12573501,""
"3083",300,"LAKEVIEW","AVE","",4,2,2,550,27,"","6","F",13002345,""
"3084",300,"LANDON","AVE","",6,4,2,325,27,"","6","F",12577231,"2002"
"3085",300,"LATTER","DR","",5,3,5,346,25,"","3","O",12576538,"1995"
"3086",300,"LEMOYNE","AVE","",7,4,5,210,36,"","6","F",12575220,"2007"
"3087",300,"LENNOX","AVE","",5,3,4,339,29,"","3","O",12578486,""
"3088",300,"LENNOX","AVE","",5,3,4,339,29,"","3","O",13011662,""
"3089",300,"LENNOX","AVE","",5,3,4,339,29,"","3","O",12578487,""
"3090",300,"LEWIS","ST","",5,3,3,590,30,"","3","O",12572846,"2002"
