"","StreetNumber","StreetName","StreetNamePostType","Directional","strLocation","dtTime","join_STREET_ID","Latitude","Longitude"
"1","1283","CANAL ","ST","","1283 CANAL ST SYRACUSE 13210","2016-04-12 07:54:00.0",13001865,43.05527688,-76.10625021
"2","1283","CANAL ","ST","","1283 CANAL ST SYRACUSE 13210","2016-04-12 07:55:00.0",13001865,43.05528869,-76.10625174
"3","995","JAMES ","ST","","995 JAMES ST & OAK ST","2016-04-12 08:15:00.0",12580319,43.0592969,-76.13453367
"4","209","WENDELL ","TERR","","209 WENDELL TERR & RUGBY RD","2016-04-12 08:24:00.0",12580460,43.06750272,-76.12998478
"5","337","RIEGEL ","ST","","337 RIEGEL ST","2016-04-12 11:47:00.0",12578799,43.05484812,-76.11639076
"6","1311","BURNET ","AVE","","1311-13 BURNET AVE","2016-04-12 12:03:00.0",12578354,43.05443938,-76.12150262
"7","1277","CANAL ","ST","","1277 CANAL ST SYRACUSE 13210","2016-04-12 12:21:00.0",13001865,43.05535118,-76.10697147
"8","505","BEECH ","ST","S ","505 BEECH ST S","2016-04-12 13:46:00.0",12578167,43.04437858,-76.1245312
"9","131","SIMON ","DR","","131 SIMON DR REAR","2016-04-12 14:44:00.0",13001868,43.05657161,-76.10024013
"10","44","MIDLER ","AVE","","44 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210","2016-04-12 14:49:00.0",13001828,43.05596813,-76.10718725
"11","","MIDLER ","","","","2016-04-12 15:00:00.0",13001828,43.05602372,-76.10750795
"12","1200","CANAL ","ST","","1200 CANAL ST","2016-04-13 07:16:00.0",13001832,43.0558379,-76.10906661
"13","1200","CANAL ","ST","","1200 CANAL ST","2016-04-13 07:17:00.0",13001832,43.0558379,-76.10906661
"14","1259","CANAL ","ST","","1259 CANAL ST SYRACUSE 13210","2016-04-13 07:29:00.0",13001865,43.05539241,-76.1085534
"15","1246","CANAL ","ST","","1246 CANAL ST SYRACUSE 13210","2016-04-13 07:46:00.0",13001865,43.05482692,-76.11028877
"16","2515","ERIE ","BLVD","E ","2515 ERIE BLVD E","2016-04-13 08:08:00.0",12578980,43.0545341,-76.1029472
"17","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 09:44:00.0",12578796,43.0520621,-76.11291625
"18","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 09:45:00.0",12578796,43.0520667,-76.11297572
"19","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 09:50:00.0",100082,43.05241073,-76.11207372
"20","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 09:54:00.0",12578828,43.05235664,-76.1121746
"21","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 09:57:00.0",12578828,43.05237673,-76.11215942
"22","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 09:58:00.0",12578828,43.05235769,-76.11213139
"23","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 10:01:00.0",12578828,43.05235789,-76.1121322
"24","201","ULSTER ","ST","","201 ULSTER ST & WILBUR AVE N","2016-04-13 10:02:00.0",12573411,43.04968769,-76.18098466
"25","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 10:03:00.0",12578828,43.05236261,-76.11219877
"26","2109","ERIE ","BLVD","E ","2109-21 ERIE BLVD E","2016-04-13 10:07:00.0",12578828,43.05236261,-76.11226641
"27","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:24:00.0",12580618,43.07403089,-76.14249993
"28","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:27:00.0",12580618,43.07404119,-76.14249876
"29","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:29:00.0",12580618,43.07400411,-76.14255167
"30","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:33:00.0",12580618,43.07404421,-76.14256596
"31","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:34:00.0",12580618,43.07405313,-76.1425267
"32","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:34:00.0",12580618,43.07403542,-76.14251475
"33","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:35:00.0",12580618,43.07408489,-76.14250128
"34","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:35:00.0",12580618,43.07407269,-76.14249292
"35","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:36:00.0",12580618,43.0740927,-76.14251978
"36","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:37:00.0",12580618,43.07410589,-76.14249948
"37","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:38:00.0",12580618,43.07407439,-76.14249777
"38","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:39:00.0",12580618,43.07411961,-76.14252796
"39","1629","BUTTERNUT ","ST","","1629 BUTTERNUT ST & ROSS PARK","2016-04-13 10:40:00.0",12580618,43.07411744,-76.1425329
"40","1541","LEMOYNE ","AVE","","1541 LEMOYNE AVE","2016-04-13 11:14:00.0",12580700,43.0827772,-76.14944948
"41","1537","LEMOYNE ","AVE","","1537 LEMOYNE AVE","2016-04-13 11:15:00.0",12580700,43.08276513,-76.14952862
"42","937","LEMOYNE ","AVE","","937 LEMOYNE AVE & FOURTH NORT","2016-04-13 11:24:00.0",12575506,43.07721938,-76.15765226
"43","507","LEMOYNE ","AVE","","507-09 LEMOYNE AVE","2016-04-13 11:33:00.0",12575264,43.07181068,-76.16183168
"44","513","LEMOYNE ","AVE","","513-15 LEMOYNE AVE","2016-04-13 11:35:00.0",12575264,43.07195774,-76.16177778
"45","513","LEMOYNE ","AVE","","513-15 LEMOYNE AVE","2016-04-13 11:36:00.0",12575264,43.0718282,-76.16176718
"46","513","LEMOYNE ","AVE","","513-15 LEMOYNE AVE","2016-04-13 11:37:00.0",12575264,43.07185819,-76.16178146
"47","513","LEMOYNE ","AVE","","513-15 LEMOYNE AVE","2016-04-13 11:38:00.0",12575264,43.07193169,-76.16176062
"48","513","LEMOYNE ","AVE","","513-15 LEMOYNE AVE","2016-04-13 11:39:00.0",12575264,43.0719914,-76.16171768
"49","517","LEMOYNE ","AVE","","517-19 LEMOYNE AVE","2016-04-13 11:42:00.0",12575264,43.07203412,-76.16175173
"50","4672","ONONDAGA ","BLVD","","4672 ONONDAGA BLVD","2016-04-13 12:38:00.0",13020342,43.03184909,-76.19299028
"51","","ONONDAGA ","","","","2016-04-13 12:53:00.0",13001828,43.05566461,-76.1072981
"52","210","BELLEVUE ","AVE","","210 BELLEVUE AVE","2016-04-13 12:54:00.0",12573314,43.03372464,-76.15707429
"53","537","LEMOYNE ","AVE","","537 LEMOYNE AVE & SPRING ST","2016-04-13 13:13:00.0",12575264,43.07255463,-76.16126861
"54","537","LEMOYNE ","AVE","","537 LEMOYNE AVE & SPRING ST","2016-04-13 13:15:00.0",12575264,43.0724896,-76.16135476
"55","537","LEMOYNE ","AVE","","537 LEMOYNE AVE & SPRING ST","2016-04-13 13:16:00.0",12575264,43.07245922,-76.16137318
"56","537","LEMOYNE ","AVE","","537 LEMOYNE AVE & SPRING ST","2016-04-13 13:16:00.0",12575264,43.07241492,-76.16142213
"57","531","LEMOYNE ","AVE","","531-33 LEMOYNE AVE","2016-04-13 13:18:00.0",12575264,43.07238894,-76.16146013
"58","531","LEMOYNE ","AVE","","531-33 LEMOYNE AVE","2016-04-13 13:20:00.0",12575264,43.0723516,-76.16151197
"59","531","LEMOYNE ","AVE","","531-33 LEMOYNE AVE","2016-04-13 13:21:00.0",12575264,43.07235219,-76.16148493
"60","529","LEMOYNE ","AVE","","529 LEMOYNE AVE","2016-04-13 13:22:00.0",12575264,43.07232371,-76.16147262
"61","531","LEMOYNE ","AVE","","531-33 LEMOYNE AVE","2016-04-13 13:22:00.0",12575264,43.07233913,-76.16150316
"62","529","LEMOYNE ","AVE","","529 LEMOYNE AVE","2016-04-13 13:23:00.0",12575264,43.0723474,-76.16154161
"63","529","LEMOYNE ","AVE","","529 LEMOYNE AVE","2016-04-13 13:23:00.0",12575264,43.07230724,-76.16155095
"64","529","LEMOYNE ","AVE","","529 LEMOYNE AVE","2016-04-13 13:24:00.0",12575264,43.07227574,-76.16153272
"65","525","LEMOYNE ","AVE","","525 LEMOYNE AVE","2016-04-13 13:25:00.0",12575264,43.07224319,-76.16159928
"66","525","LEMOYNE ","AVE","","525 LEMOYNE AVE","2016-04-13 13:26:00.0",12575264,43.07219411,-76.16165668
"67","525","LEMOYNE ","AVE","","525 LEMOYNE AVE","2016-04-13 13:27:00.0",12575264,43.07221071,-76.16160961
"68","517","LEMOYNE ","AVE","","517-19 LEMOYNE AVE","2016-04-13 13:28:00.0",12575264,43.07203813,-76.16165992
"69","513","LEMOYNE ","AVE","","513-15 LEMOYNE AVE","2016-04-13 13:30:00.0",12575264,43.0718641,-76.16163611
"70","513","LEMOYNE ","AVE","","513-15 LEMOYNE AVE","2016-04-13 13:31:00.0",12575264,43.07187269,-76.16169378
"71","529","LEMOYNE ","AVE","","529 LEMOYNE AVE","2016-04-13 13:34:00.0",12575264,43.07225264,-76.16140345
"72","1500","FIRST NORTH","ST","","1500 FIRST NORTH ST & LEMOYNE","2016-04-13 13:38:00.0",12575311,43.07389538,-76.16016692
"73","705","LEMOYNE ","AVE","","705-07 LEMOYNE AVE","2016-04-13 13:38:00.0",12575491,43.07406094,-76.16008095
"74","705","LEMOYNE ","AVE","","705-07 LEMOYNE AVE","2016-04-13 13:39:00.0",12575491,43.07408693,-76.16003945
"75","727","LEMOYNE ","AVE","","727-29 LEMOYNE AVE","2016-04-13 13:40:00.0",12575491,43.07443523,-76.15977516
"76","727","LEMOYNE ","AVE","","727-29 LEMOYNE AVE","2016-04-13 13:42:00.0",12575491,43.0746086,-76.15967778
"77","727","LEMOYNE ","AVE","","727-29 LEMOYNE AVE","2016-04-13 13:44:00.0",12575491,43.07460742,-76.15963242
"78","737","LEMOYNE ","AVE","","737 LEMOYNE AVE & SECOND NORT","2016-04-13 13:46:00.0",12575491,43.07487993,-76.15941664
"79","737","LEMOYNE ","AVE","","737 LEMOYNE AVE & SECOND NORT","2016-04-13 13:47:00.0",12575493,43.07506314,-76.15941718
"80","602","SECOND NORTH","ST","","602 SECOND NORTH ST & LEMOYNE","2016-04-13 13:49:00.0",12575493,43.0750779,-76.15938817
"81","602","SECOND NORTH","ST","","602 SECOND NORTH ST & LEMOYNE","2016-04-13 13:51:00.0",12575494,43.0752577,-76.15915613
"82","226","CARBON ","ST","","226 CARBON ST","2016-04-13 14:05:00.0",12580068,43.06486212,-76.14544021
"83","600","WESTCOTT ","ST","","600 WESTCOTT ST & AVONDALE PL","2016-04-13 14:07:00.0",12577636,43.03922711,-76.11914292
"84","230","CARBON ","ST","","230 CARBON ST","2016-04-13 14:08:00.0",12580068,43.06499023,-76.14557343
"85","236","CARBON ","ST","","236 CARBON ST","2016-04-13 14:10:00.0",12580068,43.06504089,-76.14586277
"86","328","GREENWOOD ","PL","","328 GREENWOOD PL","2016-04-14 08:15:00.0",12577632,43.03989588,-76.12169441
"87","101","TRINITY ","PL","","101 TRINITY PL & GREENWOOD AV","2016-04-14 08:17:00.0",12577632,43.03993843,-76.12167662
"88","","TRINITY ","","","","2016-04-14 08:19:00.0",13001828,43.05605372,-76.10751693
"89","1205","MADISON ","ST","","1205 MADISON ST","2016-04-14 08:29:00.0",12578150,43.04531889,-76.12840411
"90","1205","MADISON ","ST","","1205 MADISON ST","2016-04-14 08:30:00.0",12578150,43.04536458,-76.12842073
"91","1205","MADISON ","ST","","1205 MADISON ST","2016-04-14 08:31:00.0",12578150,43.04528291,-76.12838371
"92","1205","MADISON ","ST","","1205 MADISON ST","2016-04-14 08:33:00.0",12578150,43.04529841,-76.1284536
"93","1205","MADISON ","ST","","1205 MADISON ST","2016-04-14 08:33:00.0",12578150,43.04531672,-76.1284421
"94","1205","MADISON ","ST","","1205 MADISON ST","2016-04-14 08:34:00.0",12578150,43.0453034,-76.12847211
"95","1203","MADISON ","ST","","1203 MADISON ST","2016-04-14 08:36:00.0",12578150,43.04539544,-76.12854721
"96","1203","MADISON ","ST","","1203 MADISON ST","2016-04-14 08:39:00.0",12578150,43.04529059,-76.12865815
"97","1203","MADISON ","ST","","1203 MADISON ST","2016-04-14 08:41:00.0",12578150,43.04532992,-76.12870846
"98","1203","MADISON ","ST","","1203 MADISON ST","2016-04-14 08:41:00.0",12578150,43.04534121,-76.12870612
"99","1201","MADISON ","ST","","1201 MADISON ST & OSTROM AVE","2016-04-14 08:42:00.0",12578150,43.04535309,-76.12874493
"100","1203","MADISON ","ST","","1203 MADISON ST","2016-04-14 08:44:00.0",12578150,43.04536471,-76.12871394
"101","4","MIDLER ","AVE","","4 MIDLER AVE FROM EB I 690 RAMP SYRACUSE 13210","2016-04-14 08:45:00.0",13001828,43.05602818,-76.10834095
"102","1203","MADISON ","ST","","1203 MADISON ST","2016-04-14 08:45:00.0",12578150,43.04536058,-76.12871214
"103","1203","MADISON ","ST","","1203 MADISON ST","2016-04-14 08:45:00.0",12578150,43.04537043,-76.12869013
"104","1203","MADISON ","ST","","1203 MADISON ST","2016-04-14 08:46:00.0",12578150,43.04536189,-76.1286639
"105","","MADISON ","","","","2016-04-14 08:46:00.0",13001828,43.05596924,-76.10836009
"106","1201","HARRISON ","ST","","1201 HARRISON ST","2016-04-14 08:52:00.0",12578124,43.04412208,-76.12960372
"107","215","COMSTOCK ","AVE","","215 COMSTOCK AVE & HARRISON S","2016-04-14 08:55:00.0",12578124,43.04415372,-76.13011863
"108","215","COMSTOCK ","AVE","","215 COMSTOCK AVE & HARRISON S","2016-04-14 08:57:00.0",12578124,43.04415871,-76.13014028
"109","215","COMSTOCK ","AVE","","215 COMSTOCK AVE & HARRISON S","2016-04-14 09:00:00.0",12578124,43.0441484,-76.13020325
"110","215","COMSTOCK ","AVE","","215 COMSTOCK AVE & HARRISON S","2016-04-14 09:01:00.0",12578124,43.0441507,-76.13017639
"111","619","WALNUT ","AVE","","619 WALNUT AVE & HARRISON ST","2016-04-14 09:06:00.0",12578122,43.04416843,-76.1317161
"112","1011","HARRISON ","ST","","1011-17 HARRISON ST TO WALNUT AVE","2016-04-14 09:09:00.0",12578109,43.04416409,-76.13290125
"113","510","UNIVERSITY ","AVE","","510-14 UNIVERSITY AVE & HARRISON","2016-04-14 09:18:00.0",12578108,43.04417972,-76.13516725
"114","510","UNIVERSITY ","AVE","","510-14 UNIVERSITY AVE & HARRISON","2016-04-14 09:20:00.0",12578108,43.04424622,-76.13517624
"115","510","UNIVERSITY ","AVE","","510-14 UNIVERSITY AVE & HARRISON","2016-04-14 09:24:00.0",12578108,43.0442734,-76.13512674
"116","510","UNIVERSITY ","AVE","","510-14 UNIVERSITY AVE & HARRISON","2016-04-14 09:28:00.0",12578108,43.04415989,-76.13507059
"117","510","UNIVERSITY ","AVE","","510-14 UNIVERSITY AVE & HARRISON","2016-04-14 09:30:00.0",12578108,43.04415923,-76.1350467
"118","600","UNIVERSITY ","AVE","","600 UNIVERSITY AVE & HARRISON","2016-04-14 09:31:00.0",12578108,43.04415661,-76.13502128
"119","210","BELLEVUE ","AVE","","210 BELLEVUE AVE","2016-04-14 09:53:00.0",12573311,43.03355313,-76.15717993
"120","141","BELLEVUE ","AVE","","141 BELLEVUE AVE","2016-04-14 09:55:00.0",12573311,43.03349711,-76.15700898
"121","128","BELLEVUE ","AVE","","128 BELLEVUE AVE & LINCOLN AV","2016-04-14 09:56:00.0",12573311,43.03355641,-76.15693164
"122","128","BELLEVUE ","AVE","","128 BELLEVUE AVE & LINCOLN AV","2016-04-14 09:56:00.0",12573314,43.03361288,-76.15684818
"123","128","BELLEVUE ","AVE","","128 BELLEVUE AVE & LINCOLN AV","2016-04-14 09:57:00.0",12573312,43.03357013,-76.15677847
"124","415","CLINTON ","ST","S ","415-17 CLINTON ST S","2016-04-14 09:58:00.0",12573747,43.0474729,-76.15343072
"125","128","BELLEVUE ","AVE","","128 BELLEVUE AVE & LINCOLN AV","2016-04-14 09:58:00.0",12573312,43.03362417,-76.15663896
"126","415","CLINTON ","ST","S ","415-17 CLINTON ST S","2016-04-14 09:59:00.0",12573747,43.0474194,-76.15348112
"127","415","CLINTON ","ST","S ","415-17 CLINTON ST S","2016-04-14 10:02:00.0",12573747,43.04748642,-76.15346019
"128","415","CLINTON ","ST","S ","415-17 CLINTON ST S","2016-04-14 10:05:00.0",12573747,43.04738592,-76.15338994
"129","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:06:00.0",12573240,43.03206972,-76.15303618
"130","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:07:00.0",12573240,43.0320386,-76.15306277
"131","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:08:00.0",12573240,43.03205344,-76.15301273
"132","415","CLINTON ","ST","S ","415-17 CLINTON ST S","2016-04-14 10:08:00.0",12573747,43.04733162,-76.15339344
"133","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:10:00.0",12573239,43.03197122,-76.15312565
"134","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:11:00.0",12573238,43.0319137,-76.15315215
"135","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:11:00.0",12573239,43.03190622,-76.15322025
"136","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:12:00.0",12573238,43.03191088,-76.15319644
"137","415","CLINTON ","ST","S ","415-17 CLINTON ST S","2016-04-14 10:13:00.0",12573747,43.04738421,-76.15339128
"138","306","CASTLE ","ST","W ","306 CASTLE ST W","2016-04-14 10:14:00.0",12573239,43.03185342,-76.15356574
"139","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:16:00.0",12573238,43.03180818,-76.15326992
"140","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:17:00.0",12573238,43.03184443,-76.15329876
"141","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:18:00.0",12573238,43.03186288,-76.1532489
"142","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:19:00.0",12573238,43.03189459,-76.15320066
"143","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:20:00.0",12573239,43.03197792,-76.15311047
"144","366","CORTLAND ","AVE","","366 CORTLAND AVE & CASTLE ST","2016-04-14 10:21:00.0",12573239,43.03196788,-76.15310122
"145","252","CASTLE ","ST","W ","252-54 CASTLE ST W & CORTLAND AV","2016-04-14 10:22:00.0",12577257,43.03200662,-76.15287493
"146","236","CASTLE ","ST","W ","236-38 CASTLE ST W","2016-04-14 10:24:00.0",12577257,43.03219691,-76.15216293
"147","236","CASTLE ","ST","W ","236-38 CASTLE ST W","2016-04-14 10:25:00.0",12577257,43.03217662,-76.15211595
"148","228","CASTLE ","ST","W ","228-30 CASTLE ST W","2016-04-14 10:28:00.0",12577257,43.03227019,-76.15189891
"149","228","CASTLE ","ST","W ","228-30 CASTLE ST W","2016-04-14 10:28:00.0",12577257,43.03224609,-76.15179893
"150","226","CASTLE ","ST","W ","226 CASTLE ST W","2016-04-14 10:29:00.0",12577257,43.03237959,-76.15161675
"151","210","CASTLE ","ST","W ","210-12 CASTLE ST W","2016-04-14 10:31:00.0",12577257,43.03252339,-76.15121628
"152","210","CASTLE ","ST","W ","210-12 CASTLE ST W","2016-04-14 10:32:00.0",12577257,43.03254408,-76.15119796
"153","206","CASTLE ","ST","W ","206-08 CASTLE ST W","2016-04-14 10:33:00.0",12577257,43.0325402,-76.15114765
"154","206","CASTLE ","ST","W ","206-08 CASTLE ST W","2016-04-14 10:34:00.0",12577257,43.03261138,-76.15104722
"155","428","COLVIN ","ST","E ","428 COLVIN ST E & BERWYN AVE","2016-04-14 10:39:00.0",12577291,43.02652688,-76.13931747
"156","124","CASTLE ","ST","W ","124-26 CASTLE ST W","2016-04-14 10:40:00.0",12577259,43.03270272,-76.14996511
"157","124","CASTLE ","ST","W ","124-26 CASTLE ST W","2016-04-14 10:41:00.0",12577259,43.03267967,-76.14990762
"158","124","CASTLE ","ST","W ","124-26 CASTLE ST W","2016-04-14 10:43:00.0",12577259,43.03274113,-76.14989819
"159","225","COLVIN ","ST","E ","225 COLVIN ST E","2016-04-14 10:44:00.0",12577278,43.02607822,-76.1423182
"160","225","COLVIN ","ST","E ","225 COLVIN ST E","2016-04-14 10:44:00.0",12577278,43.02605668,-76.14237012
"161","124","CASTLE ","ST","W ","124-26 CASTLE ST W","2016-04-14 10:46:00.0",12577259,43.03270738,-76.14984114
"162","225","COLVIN ","ST","E ","225 COLVIN ST E","2016-04-14 10:46:00.0",12577278,43.02602463,-76.14237965
"163","117","CASTLE ","ST","W ","117-19 CASTLE ST W","2016-04-14 10:47:00.0",12577259,43.03280588,-76.14959168
"164","225","COLVIN ","ST","E ","225 COLVIN ST E","2016-04-14 10:48:00.0",12577278,43.02600493,-76.14237695
"165","1917","STATE ","ST","S ","1917-19 STATE ST S & COLVIN ST E","2016-04-14 10:51:00.0",12577278,43.02595193,-76.14301763
"166","1914","STATE ","ST","S ","1914 STATE ST S & COLVIN ST E","2016-04-14 10:55:00.0",12577273,43.02594543,-76.1435197
"167","117","COLVIN ","ST","E ","117 COLVIN ST E & BEARD PL","2016-04-14 10:57:00.0",12577242,43.02584219,-76.14447991
"168","117","COLVIN ","ST","E ","117 COLVIN ST E & BEARD PL","2016-04-14 10:58:00.0",12577242,43.02583661,-76.14448422
"169","186","CLYDE ","AVE","","186-88 CLYDE AVE & HILLVIEW AVE","2016-04-14 11:00:00.0",12572024,43.02049661,-76.16170376
"170","200","CLYDE ","AVE","","200-04 CLYDE AVE & HILLVIEW AVE","2016-04-14 11:02:00.0",12572023,43.02039159,-76.16167627
"171","186","CLYDE ","AVE","","186-88 CLYDE AVE & HILLVIEW AVE","2016-04-14 11:02:00.0",12572023,43.02042568,-76.16168714
"172","186","CLYDE ","AVE","","186-88 CLYDE AVE & HILLVIEW AVE","2016-04-14 11:03:00.0",12572023,43.02041812,-76.16166917
"173","200","CLYDE ","AVE","","200-04 CLYDE AVE & HILLVIEW AVE","2016-04-14 11:10:00.0",12572023,43.02032519,-76.16166818
"174","198","BEAR ","ST","W ","198 BEAR ST W","2016-04-14 11:29:00.0",12575202,43.06588573,-76.16370215
"175","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:31:00.0",12575080,43.06564461,-76.16307629
"176","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:32:00.0",12575080,43.06563864,-76.16306875
"177","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:34:00.0",12575080,43.06562873,-76.16304368
"178","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:34:00.0",12575080,43.06560819,-76.16300595
"179","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:36:00.0",12575080,43.06557741,-76.16292322
"180","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:37:00.0",12575080,43.06555569,-76.16290669
"181","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:38:00.0",12575080,43.06555641,-76.16288729
"182","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:38:00.0",12575080,43.06556343,-76.16286815
"183","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:39:00.0",12575080,43.06549524,-76.16277949
"184","1000","CLINTON ","ST","N ","1000 CLINTON ST N TO OSWEGO BL","2016-04-14 11:41:00.0",12575080,43.0654304,-76.16259947
"185","998","CLINTON ","ST","N ","998 CLINTON ST N","2016-04-14 11:42:00.0",12575080,43.06512969,-76.16199598
"186","936","CLINTON ","ST","N ","936 CLINTON ST N TO OSWEGO BL","2016-04-14 11:45:00.0",12575080,43.06466313,-76.16114473
"187","936","CLINTON ","ST","N ","936 CLINTON ST N TO OSWEGO BL","2016-04-14 11:47:00.0",12575080,43.0645769,-76.16094692
"188","554","CORTLAND ","AVE","","554 CORTLAND AVE","2016-04-14 13:05:00.0",12573213,43.02891572,-76.15749847
"189","550","CORTLAND ","AVE","","550 CORTLAND AVE","2016-04-14 13:07:00.0",12573213,43.02904068,-76.15743577
"190","550","CORTLAND ","AVE","","550 CORTLAND AVE","2016-04-14 13:08:00.0",12573213,43.02901218,-76.15736013
"191","536","CORTLAND ","AVE","","536 CORTLAND AVE & DEARBORN P","2016-04-14 13:10:00.0",12573216,43.0294161,-76.15681261
"192","520","CORTLAND ","AVE","","520 CORTLAND AVE & DEARBORN P","2016-04-14 13:11:00.0",12573214,43.02947619,-76.15667427
"193","518","CORTLAND ","AVE","","518 CORTLAND AVE","2016-04-14 13:12:00.0",12573214,43.02960772,-76.15649317
"194","518","CORTLAND ","AVE","","518 CORTLAND AVE","2016-04-14 13:13:00.0",12573214,43.02968324,-76.15651293
"195","518","CORTLAND ","AVE","","518 CORTLAND AVE","2016-04-14 13:13:00.0",12573214,43.0295479,-76.15642373
"196","512","CORTLAND ","AVE","","512-14 CORTLAND AVE","2016-04-14 13:14:00.0",12573214,43.02970011,-76.1564699
"197","518","CORTLAND ","AVE","","518 CORTLAND AVE","2016-04-14 13:15:00.0",12573214,43.02961343,-76.15642022
"198","518","CORTLAND ","AVE","","518 CORTLAND AVE","2016-04-14 13:15:00.0",12573214,43.02966912,-76.15645975
"199","512","CORTLAND ","AVE","","512-14 CORTLAND AVE","2016-04-14 13:17:00.0",12573214,43.02979763,-76.15650341
"200","512","CORTLAND ","AVE","","512-14 CORTLAND AVE","2016-04-14 13:18:00.0",12573214,43.0296441,-76.15638771
"201","512","CORTLAND ","AVE","","512-14 CORTLAND AVE","2016-04-14 13:18:00.0",12573214,43.02982258,-76.15642993
"202","512","CORTLAND ","AVE","","512-14 CORTLAND AVE","2016-04-14 13:19:00.0",12573214,43.02972113,-76.15641268
"203","512","CORTLAND ","AVE","","512-14 CORTLAND AVE","2016-04-14 13:20:00.0",12573214,43.02970793,-76.15639875
"204","506","CORTLAND ","AVE","","506 CORTLAND AVE","2016-04-14 13:22:00.0",12573214,43.02978062,-76.15623966
"205","510","CORTLAND ","AVE","","510 CORTLAND AVE","2016-04-14 13:23:00.0",12573214,43.02985719,-76.15631323
"206","506","CORTLAND ","AVE","","506 CORTLAND AVE","2016-04-14 13:24:00.0",12573214,43.02975238,-76.15622664
"207","506","CORTLAND ","AVE","","506 CORTLAND AVE","2016-04-14 13:30:00.0",12573214,43.02980991,-76.15622295
"208","1072","GENESEE ","ST","W ","1072-74 GENESEE ST W & LIBERTY ST","2016-04-14 13:31:00.0",12573559,43.05372941,-76.17328771
"209","500","CORTLAND ","AVE","","500 CORTLAND AVE & BALLARD AV","2016-04-14 13:31:00.0",12573214,43.02992259,-76.15603943
"210","500","CORTLAND ","AVE","","500 CORTLAND AVE & BALLARD AV","2016-04-14 13:32:00.0",12573214,43.02993907,-76.15602721
