"","block","streetName","streetType","streetDirection","overall","crack","patch","length","width","dateRated","dateLastOverlay","flushOil","class","pavement","streetID"
"34","100","ARMSTRONG","PL","","8","4","5","1330",27,"12/99","1995","O","Local",3,12571903
"35","100","ARNTS","PL","","7","3","4","686.4",28,"12/00","1998","O","Local",3,12575521
"36","100","ARSENAL","DR","","7","3","5","495",17.5,"1/01","1996","O","Local",3,12576562
"37","100","ASH","ST","","10","5","5","411",30,"12/99","1999","F","Local",6,12575114
"38","100","ASHDALE","AVE","","8","4","4","716",27,"12/00","1988","O","Local",3,12581076
"39","100","ASHWORTH","PL","","7","4","3","600",27,"3/00","1991","F","Local",6,12578137
"40","100","ATKINSON","AVE","","5","2","3","739.2",23,"12/99","","","Local",3,12572894
"41","100","ATLANTIC","AVE","","doesn't","intersect","ct Atla","No Houses",NA,"ntic","","","Local",3,12576699
"42","100","AUSTIN","AVE","","6","3","4","1636.8",23,"12/99","1990","","Local",3,12572328
"43","100","AVERY","AVE","S","8","4","5","455",36,"1/01","1996","F","CO",6,13010364
"44","100","AVERY","AVE","S","8","4","5","455",36,"1/01","1996","F","CO",6,13010365
"45","100","AVERY","AVE","S","8","4","5","455",36,"1/01","1996","F","CO",6,12572698
"46","100","AVOCA","ST","","5","3","2","422.4",27,"2/00","","","Local",3,12572709
"47","100","AVON","RD","","5","3","3","686.4",27,"12/00","1993","O","Local",3,12581144
"48","100","AVONDALE","PL","","5","3","3","561",25,"12/99","","F","Local",4,12577635
"49","100","BAKER","AVE","","8","5","4","605",27,"12/99","1997","F","Local",6,12577267
"50","100","BALDWIN","AVE","","8","4","5","1007",27,"1/01","1991","O","Local",3,12571994
"51","100","BALL","CIR","","7","4","3","1031",26,"12/99","","O","Local",3,12576912
"52","100","BALLANTYNE","RD","","5","2","3","805",31,"12/99","1990","F","Local",4,12576746
"53","100","BALLANTYNE","RD","","5","2","3","805",31,"12/99","1990","F","Local",4,13028538
"54","100","BALLARD","AVE","","5","4","2","375",NA,"1/01","","","Local",NA,12573229
"55","100","BARKER","AVE","","2","1","4","178",30,"3/00","1990","O","Local",2,12573771
"56","100","BARNES","AVE","","8","4","5","317",27,"12/99","1991","O","Local",3,12571901
"57","100","BARNES","AVE","","8","4","5","317",27,"12/99","1991","O","Local",3,12571902
"58","100","BARRINGTON","RD","","8","4","4","411",30,"1/01","1996","O","Local",3,12579593
"59","100","BASIN","ST","","4","2","3","455",30,"2/00","","F","Local",4,12575165
"60","100","BASSETT","ST","","5","3","3","616",27,"1/01","","F","Local",3,12578207
"61","100","BASSETT","ST","","5","3","3","616",27,"1/01","","F","Local",3,13017590
"62","100","BASSETT","ST","","5","3","3","616",27,"1/01","","F","Local",3,12578184
"63","100","BASSETT","ST","","4","2","3","411",27,"1/01","","F","Local",3,12578207
"64","100","BASSETT","ST","","4","2","3","411",27,"1/01","","F","Local",3,13017590
"65","100","BASSETT","ST","","4","2","3","411",27,"1/01","","F","Local",3,12578184
"66","100","BEACON","RD","","5","3","3","264",28,"12/00","","F","Local",6,12581052
"67","100","BEACON","RD","","5","3","3","264",28,"12/00","","F","Local",6,12581056
"68","100","BEAR","ST","W","6","4","3","411",36,"2/00","","F","MA",6,13001193
"69","100","BEAR","ST","W","6","4","3","411",36,"2/00","","F","MA",6,12575201
"70","100","BEAR","ST","W","6","4","3","411",36,"2/00","","F","MA",6,12575203
"71","100","BEARD","AVE","E","6","4","3","528",25,"12/99","1991","F","Local",6,12577247
"72","100","BEARD","AVE","E","6","4","3","528",25,"12/99","1991","F","Local",6,12577248
"73","100","BEARD","AVE","W","4","3","2","587",28,"1/01","1996","F","Local",6,12577235
"74","100","BEARD","PL","","6","4","2","580.8",12,"12/99","1993","F","Local",4,12577242
"75","100","BEATTIE","ST","","7","3","4","900",22,"1/01","1988","O","Local",6,12578829
"76","100","BEATTIE","ST","","7","3","4","900",22,"1/01","1988","O","Local",6,12578830
"77","100","BEAUMONT","PL","","6","2","4","293",35,"12/99","1988","O","Local",3,12578937
"78","100","BEAUMONT","PL","","6","2","4","293",35,"12/99","1988","O","Local",3,13011132
"79","100","BECKER","ST","","5","3","4","300",19,"1/00","","O","Local",3,12580216
"80","100","BEECH","ST","S","5","3","3","381",30,"1/01","1983","F","Local",6,12578258
"81","100","BEECH","ST","S","5","3","3","381",30,"1/01","1983","F","Local",6,12578261
"82","100","BEECHER","ST","","10","5","5","590",25,"12/99","1999","?","Local",6,12580084
"83","100","BEECHER","ST","","10","5","5","590",25,"12/99","1999","?","Local",6,13012342
"84","100","BEECHER","ST","","10","5","5","590",25,"12/99","1999","?","Local",6,12580077
"85","100","BELLE","AVE","","6","3","3","1504",24,"1/01","","O","Local",3,12576721
"86","100","BELLEVUE","AVE","","7","3","4","352",30,"11/99","1992","F","CO",6,12573312
"87","100","BELLEVUE","AVE","","7","3","4","352",30,"11/99","1992","F","CO",6,12573326
"88","100","BELLSHIRE","LN","","9","5","5","400",28,"12/99","1997","O","Local",3,12575550
"89","100","BENDER","ST","","9","5","5","211",22,"12/00","1998","O","Local",3,12580651
"90","100","BENEDICT","AVE","","5","2","3","739.2",24,"12/99","1985","","Local",3,12577312
"91","100","BENEDICT","AVE","","5","2","3","739.2",24,"12/99","1985","","Local",3,12576899
"92","100","BENNINGTON","DR","","6","3","4","528",27,"1/01","1985","F","Local",6,12576753
"93","100","BERGER","AVE","","6","3","4","1262",25,"1/01","1991","O","Local",3,12571996
"94","100","BERKELEY","DR","","10","5","5","367",32,"11/00","2000","F","Local",6,13011307
"95","100","BERKELEY","DR","","10","5","5","367",32,"11/00","2000","F","Local",6,13017688
"96","100","BERKELEY","DR","","10","5","5","367",32,"11/00","2000","F","Local",6,12577560
"97","100","BERKSHIRE","AVE","","6","3","4","909",27,"1/00","","F","Local",6,12580624
"98","100","BERTRAM","PL","","6","3","4","1060",28,"1/01","","O","Local",3,12572061
"99","100","BERTRAM","PL","","6","3","4","1060",28,"1/01","","O","Local",3,12572064
"100","100","BERTRAM","PL","","6","3","4","1060",28,"1/01","","O","Local",3,12572066
"101","100","BERWYN","AVE","","6","3","4","633.6",22,"12/99","","","Local",3,12577307
"102","100","BEVERLY","RD","","4","2","2","897.6",24,"12/99","","F","Local",4,12573141
"103","100","BISHOP","AVE","","6","3","3","690",30,"11/99","","F","Local",6,12572116
"104","100","BISSELL","ST","E","7","3","4","897.6",23,"12/99","1990","","Local",3,12573177
"105","100","BISSELL","ST","W","7","4","4","686.4",24,"12/99","1990","","Local",3,12573172
"106","100","BLAINE","ST","","4","2","3","633.6",25,"1/01","1985","F","Local",6,12573332
"107","100","BLOSSOM","RD","","8","4","5","429",26,"1/01","1996","O","Local",3,12578748
"108","100","BOISE","DR","","5","4","3","265",24,"12/99","","F","Local",6,12576976
"109","100","BORDEN","AVE","E","6","3","3","550",33,"1/01","1991","F","Local",6,12577250
"110","100","BORDEN","AVE","W","6","3","4","585",27,"1/01","1996","F","Local",6,12577243
"111","100","BOSTON","ST","","6","3","4","290",25.5,"12/00","1985","O","Local",3,12581282
"112","100","BOYDEN","ST","","5","2","3","615",27,"1/01","1985","F","Local",6,12580373
"113","100","BRACE","ST","","6","3","4","580.8",21,"12/99","","1","Local",3,12575519
"114","100","BRADFORD","LN","","10","5","5","718",29,"11/00","2000","O","Local",3,12578544
"115","100","BRADFORD","PKWY","","10","5","5","1027",36,"11/00","2000","F","Local",6,13013251
"116","100","BRADFORD","PKWY","","10","5","5","1027",36,"11/00","2000","F","Local",6,12578743
"117","100","BRADFORD","PKWY","","10","5","5","1027",36,"11/00","2000","F","Local",6,13013253
"118","100","BRADFORD","PKWY","","10","5","5","1027",36,"11/00","2000","F","Local",6,12578571
"119","100","BRADFORD","PKWY","","10","5","5","1027",36,"11/00","2000","F","Local",6,13011010
"120","100","BRADFORD","PKWY","","10","5","5","1027",36,"11/00","2000","F","Local",6,13011009
"121","100","BRADFORD","ST","","8","4","5","554",25,"12/99","","O","Local",3,12571775
"122","100","BRADLEY","ST","","7","4","4","350",24,"12/99","","","Local",3,12573075
"123","100","BRAMPTON","RD","","6","3","4","1056",24.5,"1/01","","O","Local",3,12576521
"124","100","BRATTLE","RD","","7","3","4","880",20,"12/99","1990","F","Local",6,13010278
"125","100","BRIGGS","ST","","6","3","4","909",25,"1/00","","O","Local",3,12580630
"126","100","BRIGHTON","AVE","E","7","3","4","528",35,"1/01","","F","PA",6,12576856
"127","100","BRIGHTON","AVE","W","4","3","2","484",30,"1/01","","F","Local",6,12576813
"128","100","BRIGHTON","AVE","W","4","3","2","484",30,"1/01","","F","Local",6,12576812
"129","100","BRISTOL","PL","","5","3","2","380",25,"12/99","","F","Local",6,12578170
"130","100","BROAD","ST","","6","3","4","440",36,"12/99","1988","F","CO",6,12577532
"131","100","BROADVIEW","DR","","7","3","4","500",24,"12/99","1994","","Local",3,12572178
"132","100","BRONSON","ST","","7","4","4","338",27,"1/01","","O","Local",3,12576507
"133","100","BRONX","AVE","","6","3","4","320",23,"1/00","","O","Local",3,12580485
"134","100","BRONX","AVE","","6","3","4","320",23,"1/00","","O","Local",3,12580482
"135","100","BROOKFORD","RD","","7","3","4","616",34.5,"1/01","1992","F","Local",6,13013255
"136","100","BROOKFORD","RD","","7","3","4","616",34.5,"1/01","1992","F","Local",6,12578742
"137","100","BROOKLEA","DR","","7","4","4","314",30,"1/01","","O","Local",3,12576492
"138","100","BROOKLEA","PL","","7","4","3","997",26,"1/01","","O","Local",3,12576515
"139","100","BROOKSIDE","DR","","8","4","4","158",NA,"1/01","","","Local",3,12564359
"140","100","BROWN","ST","","6","3","3","792",16,"2/00","","O","Local",3,13001365
"141","100","BRUCE","ST","","6","3","3","500",25.5,"12/99","","O","Local",3,12578793
"142","100","BRUCE","ST","","6","3","3","500",25.5,"12/99","","O","Local",3,12578797
"143","100","BRYANT","AVE","","10","5","5","546",24,"12/99","1999","F","Local",6,12573398
"144","100","BUCKINGHAM","AVE","","9","5","5","800",30,"1/01","1998","F","Local",6,12577549
"145","100","BUCKINGHAM","AVE","","9","5","5","800",30,"1/01","1998","F","Local",6,12577606
"146","100","BUCKINGHAM","AVE","","9","5","5","800",30,"1/01","1998","F","Local",6,12577554
"147","100","BUNGALOW","TER","","6","2","4","633.6",25,"12/99","1990","","Local",3,12572338
"148","100","BURDICK","AVE","","7","4","3","733",23,"12/99","","O","Local",3,12575525
"149","100","BURLINGAME","RD","","7","3","4","960",18,"12/99","","O","Local",3,13009825
"150","100","BURLINGAME","RD","","7","3","4","960",18,"12/99","","O","Local",3,13016716
"151","100","BURNET","AVE","","10","5","5","733",34,"12/99","1999","F","MA",6,12577920
"152","100","BURNET","AVE","","10","5","5","733",34,"12/99","1999","F","MA",6,12577921
"153","100","BURNET PARK","DR","","5","3","3","325",27,"1/01","","F","Local",6,12572727
"154","100","BURNET PARK","DR","","5","3","3","325",27,"1/01","","F","Local",6,12572729
"155","100","BURNS","AVE","","8","4","4","484",26,"12/00","1989","O","Local",3,12581280
"156","100","BURT","ST","","4","3","2","337",30,"12/99","","F","MA",6,12577368
"157","100","BURTEN","ST","","7","3","5","264",25,"12/99","","","Local",3,12576954
"158","100","BUTLER","ST","","7","4","4","528",26,"12/99","1994","","Local",3,12576961
"159","100","BUTTERNUT","ST","","7","4","4","1500",27,"12/00","","F","MA",6,12573973
"160","100","BUTTERNUT","ST","","7","4","4","1500",27,"12/00","","F","MA",6,12575109
"161","100","BUTTERNUT","ST","","7","4","4","1500",27,"12/00","","F","MA",6,13001163
"162","100","BUTTERNUT","ST","","7","4","4","1500",27,"12/00","","F","MA",6,13001176
"163","100","BUTTERNUT","ST","","7","4","4","1500",27,"12/00","","F","MA",6,13001290
"164","100","BUTTERNUT","ST","","7","4","4","1500",27,"12/00","","F","MA",6,12575108
"165","100","BYRNE","PL","","8","4","5","603",24.5,"1/01","2000","O","Local",3,12576553
"166","100","BYRNE","PL","","8","4","5","603",24.5,"1/01","2000","O","Local",3,12576551
"167","100","CADILLAC","ST","","9","5","5","531",26,"12/00","1998","O","Local",3,12580563
"168","100","CADILLAC","ST","","9","5","5","531",26,"12/00","1998","O","Local",3,13012488
"169","100","CADWELL","ST","","8","4","5","177",32,"1/01","1994","","Local",3,12573086
"170","100","CALEB","AVE","","5","2","4","150",25,"12/00","","O","Local",3,13001428
"171","100","CALTHROP","AVE","E","5","4","3","211.2",30,"1/01","1990","","Local",4,12576774
"172","100","CALTHROP","AVE","W","10","5","5","1210",25,"12/99","1999","F","Local",6,12576769
"173","100","CALVIN","RD","","5","3","5","633.6",26,"1/01","","","Local",3,12571867
"174","100","CAMBRIDGE","ST","","5","3","2","1531.2",27.5,"1/01","","F","Local",6,12578690
"175","100","CAMP","AVE","","8","4","5","575",28,"1/01","1996","O","Local",3,12571771
"176","100","CANNON","ST","","6","3","3","411",24,"12/99","","F","Local",6,12576836
"177","100","CARBON","ST","","5","3","2","186",36,"1/00","","F","Local",6,12580109
"178","100","CARBON","ST","S","6","3","4","465",27,"3/00","","F","Local",6,12580110
"179","100","CARLISLE","ST","","5","2","4","528",25,"1/00","","O","Local",4,12575300
"180","100","CARLTON","DR","","8","5","4","1111",29,"12/99","1996","O","Local",3,12578950
"181","100","CARLTON","DR","","8","5","4","1111",29,"12/99","1996","O","Local",3,13011134
"182","100","CARLTON","RD","","3","1","4","639",27,"1/01","","","Local",3,12571873
"183","100","CATAWBA","ST","","6","3","3","378",42,"2/00","1987","F","Local",6,12575122
"184","100","CATAWBA","ST","","6","3","3","378",42,"2/00","1987","F","Local",6,13018246
"185","100","CATAWBA","ST","","6","3","3","378",42,"2/00","1987","F","Local",6,12575167
"186","100","CATAWBA","ST","","6","3","3","378",42,"2/00","1987","F","Local",6,12575118
"187","100","CATHERINE","ST","","8","4","5","549",30,"1/01","","F","Local",6,12578010
"188","100","CAYUGA","ST","","6","3","4","660",31,"3/00","1995","","Local",3,12572830
"189","100","CAYUGA","ST","","6","3","4","660",31,"3/00","1995","","Local",3,13010436
"190","100","CAYUGA","ST","","6","3","4","660",31,"3/00","1995","","Local",3,13010437
"191","100","CENTRAL","AVE","","6","2","4","316.8",16,"2/00","","","Local",3,12573584
"192","100","CHAFFEE","AVE","E","7","3","4","1064",27,"1/01","1991","O","Local",3,12576518
"193","100","CHAFFEE","AVE","E","7","3","4","1064",27,"1/01","1991","O","Local",3,12576516
"194","100","CHAFFEE","AVE","E","7","3","4","1064",27,"1/01","1991","O","Local",3,12576514
"195","100","CHAFFEE","AVE","E","7","3","4","1064",27,"1/01","1991","O","Local",3,12571710
"196","100","CHAMPLIN","DR","","7","3","4","600",23,"1/00","1989","O","Local",3,12581127
"197","100","CHANNING","PL","","8","4","5","220",23,"1/01","1995","O","Local",3,12576552
"198","100","CHARLOTTE","ST","","10","5","5","1003.2",18.5,"12/99","1999","","Local",3,12572795
"199","100","CHARMOUTH","DR","","6","3","3","792",30,"12/99","1991","O","Local",3,12572041
"200","100","CHATHAM","PL","","8","4","4","316.8",26,"12/00","1998","O","Local",3,12580710
"201","100","CHATHAM","RD","","5","2","3","897.6",27,"12/00","","F","Local",6,12580500
"202","100","CHELTENHAM","RD","E","6","3","4","760",25,"1/01","","O","Local",3,12576530
"203","100","CHELTENHAM","RD","W","10","5","5","745",24,"12/99","1999","O","Local",3,12576510
"204","100","CHEMUNG","ST","","4","2","2","338",36,"1/01","","F","Local",6,12574860
"205","100","CHENEY","ST","","4","2","2","792",27,"1/01","1983","F","Local",6,12573155
"206","100","CHENEY","ST","","4","2","2","792",27,"1/01","1983","F","Local",6,12573154
"207","100","CHENEY","ST","","4","2","2","792",27,"1/01","1983","F","Local",6,12573160
"208","100","CHENNAULT","DR","","7","3","4","274",19,"12/99","","O","Local",3,12578500
"209","100","CHERRY","ST","","5","3","2","372",34,"12/99","","O","Local",3,12578205
"210","100","CHERRY","ST","","5","3","2","372",34,"12/99","","O","Local",3,13001971
"211","100","CHESTER","ST","","6","4","3","792",27,"12/99","1990","","Local",3,12573226
"212","100","CHURCHILL","AVE","","6","3","4","175",24,"1/01","","O","Local",3,12576754
"213","100","CIRCLE","RD","","6","2","4","909",24,"12/99","1989","F","Local",6,12577510
"214","100","CIRCLE","RD","","6","2","4","909",24,"12/99","1989","F","Local",6,13006931
"215","100","CLAIRE","RD","","9","5","5","950",30,"1/01","1996","O","Local",3,12578927
"216","100","CLAIRMONTE","AVE","","10","5","5","515",28,"11/00","2000","F","Local",6,13002181
"217","100","CLAIRMONTE","AVE","","10","5","5","515",28,"11/00","2000","F","Local",6,12572992
"218","100","CLARENCE","AVE","","7","4","4","350",27,"1/01","","O","Local",3,12576614
"219","100","CLARENDON","ST","","3","1","2","335",24,"12/99","","F","Local",6,12577582
"220","100","CLARKE","ST","","5","2","3","270",27,"12/99","1991","F","Local",6,12578512
"221","100","CLARKE","ST","","5","2","3","270",27,"12/99","1991","F","Local",6,12578511
"222","100","CLAYTON","AVE","","7","3","4","433",22,"12/99","","O","Local",3,12571821
"223","100","CLEVELAND","AVE","","7","4","4","315",27,"1/00","1993","O","Local",3,12580192
"224","100","CLIFTON","PL","","6","3","4","1257",25,"12/99","1993","F","Local",6,12580999
"225","100","CLINTON","ST","N","6","3","4","186",40,"2/00","1990","F","MA",6,12573889
"226","100","CLINTON","ST","S","5","2","3","330",50,"2/00","","F","MA",6,12573888
"227","100","CLINTON","ST","S","5","2","3","330",50,"2/00","","F","MA",6,12573885
"228","100","CLOVER","ST","","5","3","2","528",30,"1/01","","F","Local",6,12573313
"229","100","CLYDE","AVE","","10","5","5","909",28.5,"11/99","1999","O","Local",3,12572047
"230","100","CODY","AVE","","5","2","4","422.4",27,"2/00","","","Local",3,12572713
"231","100","COFFEY","DR","","6","3","4","211.2",18,"2/00","","","Local",3,12572736
"232","100","COLBY","AVE","","7","4","4","1003",26,"12/00","","O","Local",3,12581117
"233","100","COLDBROOK","DR","","8","4","4","300",18.5,"1/01","1995","O","Local",3,13002113
"234","100","COLERIDGE","AVE","","7","3","4","700",25,"1/01","1988","F","Local",6,12573399
"235","100","COLLEGE","PL","","now private","ate","","1108.8",34,"11/95","","F","Local",6,12577579
"236","100","COLLINGWOOD","AVE","N","7","3","4","708",28,"12/00","1988","O","Local",3,12581096
"237","100","COLLINGWOOD","AVE","S","7","4","4","897",24,"12/99","1989","O","Local",3,12581069
"238","100","COLUMBIA","AVE","","5","2","4","535",27,"12/99","","F","Local",6,12572028
"239","100","COLUMBUS","AVE","","6","3","3","352",36,"1/01","","F","Local",6,12578220
"240","100","COLUMBUS","AVE","","6","3","3","352",36,"1/01","","F","Local",6,12578219
"241","100","COLVIN","ST","E","4","2","3","522",36,"1/01","1990","F","MA",6,12577239
"242","100","COLVIN","ST","E","4","2","3","522",36,"1/01","1990","F","MA",6,12577273
"243","100","COLVIN","ST","W","4","2","3","291",25,"12/99","","F","MA",6,12577237
"244","100","COMMONWEALTH","AVE","","8","4","4","211.2",11,"3/00","1993","O","Local",6,12575251
"245","100","COMSTOCK","AVE","","7","4","3","615",27,"2/00","1998","F","MA",6,12578143
"246","100","COMSTOCK","AVE","","7","4","3","615",27,"2/00","1998","F","MA",6,12578146
"247","100","COMSTOCK","PL","","8","5","4","432",26,"1/01","1995","O","Local",3,12578145
"248","100","CONAN","ST","","6","3","3","483",23,"1/01","","O","Local",3,13009802
"249","100","CONAN","ST","","6","3","3","483",23,"1/01","","O","Local",3,12576703
"250","100","CONCORD","PL","","8","4","4","739.2",34,"12/99","1993","F","Local",6,13011166
"251","100","CONCORD","PL","","8","4","4","739.2",34,"12/99","1993","F","Local",6,13011167
"252","100","CONCORD","PL","","8","4","4","739.2",34,"12/99","1993","F","Local",6,12578515
"253","100","CONCORD","PL","","8","4","4","739.2",34,"12/99","1993","F","Local",6,13011168
"254","100","CONGRESS","AVE","","7","4","3","285",32,"3/00","","F","Local",3,12573298
"255","100","CONGRESS","AVE","","7","4","3","285",32,"3/00","","F","Local",3,12573296
"256","100","CONIFER","DR","","7","3","4","1383",27.5,"1/01","","O","Local",3,12564411
"257","100","COOK","AVE","","10","5","5","924",27,"11/00","2000","F","Local",6,12580996
"258","100","COOLIDGE","AVE","","6","4","3","843",30,"12/99","1983","F","Local",6,12573261
"259","100","CORAL","AVE","","8","4","5","381",23,"12/99","1989","O","Local",3,12576690
"260","100","CORDOVA","ST","","10","5","5","484",23,"11/00","2000","O","Local",3,12576648
"261","100","CORNELL","AVE","","6","3","4","626",27,"12/99","","O","Local",3,12571810
"262","100","CORNING","AVE","E","3","1","3","264",27,"1/01","","F","Local",6,12576857
"263","100","CORNING","AVE","W","8","4","5","969",27.5,"1/01","2000","O","Local",3,12576806
"264","100","CORTLAND","PL","","7","4","4","764",24,"12/99","","O","Local",3,12576573
"265","100","COSSITT","ST","","8","3","5","292",26,"1/01","","O","Local",3,12571708
"266","100","COUGHLIN","AVE","","6","3","4","213",27,"12/00","","O","Local",3,12581063
"267","100","COURT","ST","","7","4","4","350",34,"3/00","1989","F","MA",6,12575268
"268","100","COURT","ST","","7","4","4","350",34,"3/00","1989","F","MA",6,12575084
"269","100","COURT","ST","","7","4","4","350",34,"3/00","1989","F","MA",6,13018248
"270","100","COURT","ST","W","6","3","4","500",36,"2/00","","F","MA",6,13016322
"271","100","COURT","ST","W","6","3","4","500",36,"2/00","","F","MA",6,12575079
"272","100","COURT","ST","W","6","3","4","500",36,"2/00","","F","MA",6,12575082
"273","100","COYKENDALL","AVE","","7","3","4","316.8",21,"1/01","1990","","Local",3,12572802
"274","100","COYNE","CIR","","8","4","5","106",27,"3/00","","F","Local",6,13006012
"275","100","CRADDOCK","ST","","5","2","3","350",25,"12/99","","F","Local",6,12572045
"276","100","CRAFTON","AVE","","7","3","4","285",26,"1/01","","O","Local",3,12564373
"277","100","CRAIG","ST","","7","3","4","350",27,"1/00","1989","O","Local",3,12580191
"278","100","CRATON","ST","","5","2","3","425",28,"1/01","","F","Local",6,12578344
"279","100","CRAWFORD","AVE","","7","4","4","687",27.5,"1/01","1992","F","Local",6,13001929
"280","100","CRAWFORD","AVE","","7","4","4","687",27.5,"1/01","1992","F","Local",6,12578696
"281","100","CREHANGE","ST","","7","4","4","528",20,"12/99","1994","","Local",3,12572136
"282","100","CRESCENT","AVE","","5","3","2","500",32,"12/99","","F","Local",6,12573185
"283","100","CRESTVIEW","DR","","7","3","4","923",28,"1/01","","O","Local",3,12571721
"284","100","CRESTVIEW","DR","","7","3","4","923",28,"1/01","","O","Local",3,12571706
"285","100","CRIPPEN","AVE","","7","3","5","422",26,"1/01","","O","Local",3,12576611
"286","100","CRIPPEN","PL","","7","3","5","242",30,"1/01","","O","Local",3,12576586
"287","100","CROLY","ST","","7","3","5","830",35,"1/01","1992","F","Local",6,12578790
"288","100","CROLY","ST","","7","3","5","830",35,"1/01","1992","F","Local",6,13028254
"289","100","CROSSETT","ST","","5","3","3","513",25,"12/99","","F","Local",3,12573122
"290","100","CROUSE","AVE","N","5","3","3","440",32,"12/99","","F","Local",6,13013188
"291","100","CROUSE","AVE","N","5","3","3","440",32,"12/99","","F","Local",6,12578043
"292","100","CROUSE","AVE","N","5","3","3","440",32,"12/99","","F","Local",6,12578056
"293","100","CROUSE","AVE","N","5","3","3","440",32,"12/99","","F","Local",6,12578052
"294","100","CROUSE","AVE","N","5","3","3","440",32,"12/99","","F","Local",6,13013186
"295","100","CROUSE","AVE","N","5","3","3","440",32,"12/99","","F","Local",6,12578051
"296","100","CROUSE","AVE","S","4","2","2","587",32,"3/00","","F","Local",6,12578041
"297","100","CROUSE","AVE","S","4","2","2","587",32,"3/00","","F","Local",6,12578042
"298","100","CROYDEN","RD","","6","3","4","469",27,"12/99","1988","O","Local",3,12578458
"299","100","CRYSLER","ST","","8","3","5","175",16,"2/00","","","Local",3,12573394
"300","100","CULBERT","ST","","5","2","4","1478.4",33,"12/00","","O","Local",3,12580209
"301","100","CULVER","DR","","9","5","5","295",23,"12/99","1997","O","Local",3,12581236
"302","100","CUMBERLAND","AVE","","6","3","4","580.8",27,"12/99","1997","F","Local",3,13001916
"303","100","CUMBERLAND","PL","","9","5","5","290",27,"12/99","1997","O","Local",3,12578421
"304","100","CUMBERLAND","PL","","9","5","5","290",27,"12/99","1997","O","Local",3,13013243
"305","100","CUMMINGS","AVE","","6","3","4","422.4",16,"3/00","","O","Local",3,12575216
"306","100","CURTIS","ST","","5","4","2","340",27,"1/00","","O","Local",3,12580147
"307","100","DAISY","ST","","6","4","3","528",NA,"1/01","1988","F","Local",6,12573315
"308","100","DAKIN","ST","","8","4","4","570",30,"1/01","","F","Local",6,13028253
"309","100","DAKOTA","ST","","6","3","4","355",32,"12/99","1992","O","Local",3,12578399
"310","100","DALE","ST","","6","3","3","515",27,"1/00","","F","Local",6,12580620
